"source";"record_id";"listing_id";"canonical_url";"url";"segment";"segment_url";"quicklink_count";"page_number";"position_on_page";"status";"run_marker";"collected_at";"parsed_at";"error"
"cian";"cian_328618958";"328618958";"https://www.cian.ru/sale/flat/328618958/";"https://krasnogorsk.cian.ru/sale/flat/328618958/?context=4.4_70gUy3cHw.nfDKoPiaedTXZU-6YE-FIB6UqJCORQ95Gb_OCHRMcJDVoD3kYMGo5g4vdph2mvQQJaVsa1I6R7bSiA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"14";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:37:44";""
"cian";"cian_325886068";"325886068";"https://www.cian.ru/sale/flat/325886068/";"https://podolsk.cian.ru/sale/flat/325886068/?context=4.uDybqVGRgEE.lVMF2SREO9JlGsQdUdGDTzhUrj05xqxSb3OZk5AIOvRzDcYfqAGeykLqV85hxgBHdCb0MRkvVUsEAA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"15";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:38:00";""
"cian";"cian_330527369";"330527369";"https://www.cian.ru/sale/flat/330527369/";"https://solnechnogorsk.cian.ru/sale/flat/330527369/?context=4.SSLrVNNabdY.ppgK0fpKBwBKDio2NtIG_PbQstaEW1Fn9WVH0pY0mragJonSmomszKDgcQqwvuLg5dKul9DG6TY-gw&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"17";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:38:15";""
"cian";"cian_325886203";"325886203";"https://www.cian.ru/sale/flat/325886203/";"https://podolsk.cian.ru/sale/flat/325886203/?context=4.h8HFp59Z4Yc.-n8h_palGCVR-3jD14toB87P9iJEMSCZPdasZwGvuIkjKfDVzDLyOQQ8dvnrtvMiFHFvR1GeIrKBMw&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"18";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:38:29";""
"cian";"cian_330930142";"330930142";"https://www.cian.ru/sale/flat/330930142/";"https://odintsovo.cian.ru/sale/flat/330930142/?context=4.EJXe8XXP098.f4wOtZzhbtzpZqe4kpsAzRcd8ax1-NOG9ybIL3hAX2PPUeHi4RpcCkEjZcRfBMK7DIMO5C1ASCoi0Q&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"19";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:38:45";""
"cian";"cian_330749547";"330749547";"https://www.cian.ru/sale/flat/330749547/";"https://krasnogorsk.cian.ru/sale/flat/330749547/?context=4.lWRhMjWZAjw.AhhGTgcj5VpBwwTQaP5mFqZaR30pSbmcVZZmJC0309U_54-7zxYmbzn80ORqMzJXZ58ROglxMWnCvA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"20";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:39:00";""
"cian";"cian_325308978";"325308978";"https://www.cian.ru/sale/flat/325308978/";"https://mytishchi.cian.ru/sale/flat/325308978/?context=4.uj8ilys_nMg.Jp-DM0U9M1dqVk2giSonxhmM7WsR5gRseY9w-dI8aFJGa_oS6Nl80Bidig0tmSIfQ1vBDXBOLvREpQ&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"21";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:39:14";""
"cian";"cian_329770209";"329770209";"https://www.cian.ru/sale/flat/329770209/";"https://krasnogorsk.cian.ru/sale/flat/329770209/?context=4.2yTbZZyeX70.NIwI7k_h9VjmR4XufYraTpxUwroJbu0cuKz9U02oWdCSDZiW8sLS8tzpdd_1d8VXAaoXp43YBd8Ydw&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"23";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:39:26";""
"cian";"cian_324563048";"324563048";"https://www.cian.ru/sale/flat/324563048/";"https://pushkino.cian.ru/sale/flat/324563048/?context=4.29QsJVs1mmw.aH94RUXqfl41YZB5JfZ0oLp2qhv6Nw-sKOHVu4FcYdCJ4Ytz87CbTN1VyKcEM9Jvt0jbZukcGQJGkQ&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"24";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:39:39";""
"cian";"cian_328173800";"328173800";"https://www.cian.ru/sale/flat/328173800/";"https://khimki.cian.ru/sale/flat/328173800/?context=4.QGpXUQzpyhc.3r8xu5Lq2AqJ17UcmvkN4GQjniluQONAYkPSXYpc_iQdUCQ4WWp0cKM_kRfv2EnMGpEMbQh1ISf2zg&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"26";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:39:51";""
"cian";"cian_327731787";"327731787";"https://www.cian.ru/sale/flat/327731787/";"https://dmitrov.cian.ru/sale/flat/327731787/?context=4.hHYQKqZ3wi0.bbgEfO1oPdVAf_aWGKQzGJh-BKUgN7mO1YxLAswskksUyoXA8WoJNT2GFFZVNntb8x35f3yk16yJcQ&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"5";"27";"done";"";"2026-06-13 00:27:38";"2026-06-13 01:40:06";""
"cian";"cian_330694409";"330694409";"https://www.cian.ru/sale/flat/330694409/";"https://lyubertsy.cian.ru/sale/flat/330694409/?context=4.LSins6kkewY.h-lKXdTXOdBVxnCLx7C57gEy6hj7nL7ceHqTPS1SkpsxwqfNTrUJpoL6-fbHCYTCobazC681jZD15g&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"1";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:40:21";""
"cian";"cian_301555773";"301555773";"https://www.cian.ru/sale/flat/301555773/";"https://zvenigorod.cian.ru/sale/flat/301555773/?context=4.7oXa1u6YaKk.hvuzMedBpkce_gGA1aJvx5iaDFy_gkRlZMqgRGFyF96-Hx634HZ_FUDSC4Xcbv2eP5Ou6vOnZN3AcA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"2";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:40:34";""
"cian";"cian_330932188";"330932188";"https://www.cian.ru/sale/flat/330932188/";"https://vidnoye.cian.ru/sale/flat/330932188/?context=4.i1XGI6wS7wQ.1LJionT7Ro2NzX7322r6c21SN_CrWl-RD3NbyqpmuDqjbR4RjsJE9y98qXd5TzqUmiLa2vlCMhj20A&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"4";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:40:49";""
"cian";"cian_326657765";"326657765";"https://www.cian.ru/sale/flat/326657765/";"https://korolev.cian.ru/sale/flat/326657765/?context=4.X-7DvsVmiAs.VaFlW3tW1bEJmGPA8Rq7562-BApN9QwaJu9cgnmaKN2LB4Ly3BwZzi_nsku0POAdwJfxZj-OMF8NNg&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"5";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:41:01";""
"cian";"cian_330016924";"330016924";"https://www.cian.ru/sale/flat/330016924/";"https://balashikha.cian.ru/sale/flat/330016924/?context=4.PTVNiGhxrac.BFQhJtySnr_AeCagh3IsDzRh-NQ6-rF1nOQFRyxc5bST7jfPbpElq6DimET1MYXTla64YA0DynwZqw&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"7";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:41:15";""
"cian";"cian_323014699";"323014699";"https://www.cian.ru/sale/flat/323014699/";"https://krasnogorsk.cian.ru/sale/flat/323014699/?context=4.cUQmKNL1xbE.rv_SiUsWhOO1YZEttNT23QyXKqLqlOEl7iuq7coIqk43DRoYLeolW6rbqYNi3L86EbrvNPZ6oyzyeA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"8";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:41:30";""
"cian";"cian_330855564";"330855564";"https://www.cian.ru/sale/flat/330855564/";"https://vidnoye.cian.ru/sale/flat/330855564/?context=4.hwZTRmR8LMY.jULYwjK24N_CfjBPsKTt9RganbU0N_EG9b2ATQXBYz3ReGSeXjM40N6uQJbyHw9mHJZLvFRjQeFCOg&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"9";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:41:43";""
"cian";"cian_328915545";"328915545";"https://www.cian.ru/sale/flat/328915545/";"https://khimki.cian.ru/sale/flat/328915545/?context=4.DliY9H2nBaA.9gIl5BPZB3TQSqzQmb-BRCffR2hO31M0X8wqyuX38h58zFiP-3cV3NL0kF2Gi0IWkl62Awq7IPMPsQ&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"10";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:41:58";""
"cian";"cian_323014698";"323014698";"https://www.cian.ru/sale/flat/323014698/";"https://krasnogorsk.cian.ru/sale/flat/323014698/?context=4.s9jQstT8lzA.TnzB-dBbRCgXDwkCSc8z9cfHS75xwvpkIT3ctqMBmoTuOg2eY_2wjJhBvd38iZUWREe1vaVWhpRjVg&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"11";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:42:12";""
"cian";"cian_309920977";"309920977";"https://www.cian.ru/sale/flat/309920977/";"https://solnechnogorsk.cian.ru/sale/flat/309920977/?context=4.S_FXbxjjATU.O7MdTPip9u8Iushh95iPyTnzGvuhuXpJDAogIGaWZfo6Mvv_-LxS9n5gsQkuvfZolVF7GIg9Pha5UA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"13";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:42:26";""
"cian";"cian_324561297";"324561297";"https://www.cian.ru/sale/flat/324561297/";"https://pushkino.cian.ru/sale/flat/324561297/?context=4.-rfCMQldqxg.hOUDpqpnUMNMPUlhqg87okAhtKhyJWTUB43c19F0nEA70m75555LOLHPOg2v9lbmbsgrYxIhC_LZ2Q&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"14";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:42:39";""
"cian";"cian_326930379";"326930379";"https://www.cian.ru/sale/flat/326930379/";"https://zvenigorod.cian.ru/sale/flat/326930379/?context=4.0drutLei_rQ.q8dsGzA8t6F_G2hzinoT3OZot4jpONWt5le7dOTiNBkn1IQVNtjps8G1A5lKSGlRE3MxdNEcSttcvw&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"15";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:42:54";""
"cian";"cian_330564956";"330564956";"https://www.cian.ru/sale/flat/330564956/";"https://vidnoye.cian.ru/sale/flat/330564956/?context=4.Qc5XHKobYfU.c7bdO9FBHsou5HdJVYOo5bsB6HQ3E8V5r5_KGu8a4LiNJru9RhDJRmMJotMwbNZSsVPC_DBr9Fc9QQ&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"16";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:43:09";""
"cian";"cian_324574533";"324574533";"https://www.cian.ru/sale/flat/324574533/";"https://ivanteyevka.cian.ru/sale/flat/324574533/?context=4.Nz81-2BvPRU.cTXNDG4ZnyNUBheP3Cr96XZQVzvTnEvMlhHoeGvTh2gRCsxwPNT2gpZGR-o7dHk7uZ6OBy_lsgHlGg&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"17";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:43:23";""
"cian";"cian_302804423";"302804423";"https://www.cian.ru/sale/flat/302804423/";"https://krasnogorsk.cian.ru/sale/flat/302804423/?context=4.lq4GCjj1HtI.BPEUsrRtNHDnBkC9in4eHD5MxZ7ir0JgwrIRig-aHAUJgjKMw3_6ROrhmo82R2_-bn7HLRlQSbJDFg&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"19";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:43:36";""
"cian";"cian_330498516";"330498516";"https://www.cian.ru/sale/flat/330498516/";"https://ivanteyevka.cian.ru/sale/flat/330498516/?context=4.Z7SAEngKrBo.VDAZUchUtfcELU0bdVwz7bY8pJGyYKVSi8McKpRnG9WupRF4mENYsTaa7zFG4Ru5jqvBdMxJZta4FA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"20";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:43:49";""
"cian";"cian_328721361";"328721361";"https://www.cian.ru/sale/flat/328721361/";"https://korolev.cian.ru/sale/flat/328721361/?context=4.slIBewpoBgY.sqLUrQsRz4Sie7vYGtnfNnseR-a_ZK1Yl82-ffciG-7cmHpMCZgD9PVXg28qT7qCn5YcjXM0UCxmjQ&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"22";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:44:04";""
"cian";"cian_324562292";"324562292";"https://www.cian.ru/sale/flat/324562292/";"https://pushkino.cian.ru/sale/flat/324562292/?context=4.1m-4DhCUUaU.Y6Q60_-bUVOZshW3bkrmhA9Cxrx42TP-sMMg4owIsP6NVmrPQKj1HnKPI7p5cvUI0BxIkK38paEcvw&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"23";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:44:16";""
"cian";"cian_330894405";"330894405";"https://www.cian.ru/sale/flat/330894405/";"https://vidnoye.cian.ru/sale/flat/330894405/?context=4.movGnlYLDvY.ZshM3fDu1Lnu-lp10ey3XQr63Ns_sYRWtQ8-IUpIYXk5nk9LPSuhQEPSqBgGk9kyeLKB6Zxm2cHnEQ&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"24";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:44:31";""
"cian";"cian_330680298";"330680298";"https://www.cian.ru/sale/flat/330680298/";"https://balashikha.cian.ru/sale/flat/330680298/?context=4.dH94U0ex13M.utPiP91hsy_KYfUY6r1DxYSpJSLZmlNNVX1x2jAw9WXgTMTOAptgJX9g0WMopvtpjunQm6FhPt9dGw&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"25";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:44:45";""
"cian";"cian_326375770";"326375770";"https://www.cian.ru/sale/flat/326375770/";"https://ivanteyevka.cian.ru/sale/flat/326375770/?context=4.M2ahtGiYd6w.4QriQb_jhpBMvRLahnYEYs6skihGFTVxLjp7CAyEbVTwAKxFjnp-ZAECifNGyIqsQ6x3rtcguDaUPg&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"26";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:44:59";""
"cian";"cian_328991178";"328991178";"https://www.cian.ru/sale/flat/328991178/";"https://dmitrov.cian.ru/sale/flat/328991178/?context=4.2Or8Dzy2Rvo.M42xHL_NRRE1E50BW1C7QlH3-BXoguivVyZGSYVf3zhzEIkSvSwuztdo_zmYUg-ursWCME3cuvRULA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"27";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:45:14";""
"cian";"cian_329770053";"329770053";"https://www.cian.ru/sale/flat/329770053/";"https://korolev.cian.ru/sale/flat/329770053/?context=4.LTSX_drYPlk.EbdOVJrJq-wwKmfXej9aDkhjzIQOKpuFTh3rvorHCmI0EhL0SPMn64cANYeIz7X5-DrjS8MOZS1GDA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"6";"28";"done";"";"2026-06-13 00:28:29";"2026-06-13 01:45:29";""
"cian";"cian_330332289";"330332289";"https://www.cian.ru/sale/flat/330332289/";"https://dedovsk.cian.ru/sale/flat/330332289/?context=4.olGDyubokL0.CrL9NLCSK03xvzhjns2-mqlVA93nPR5oxn0MJYESba9HyCfJF7bQL0EOBXsw09plAxt3aPTEdwfFPQ&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"2";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:45:44";""
"cian";"cian_330223889";"330223889";"https://www.cian.ru/sale/flat/330223889/";"https://klin.cian.ru/sale/flat/330223889/?context=4.SK-aWsPqf4c.9qgcuqsVLK9z29nKkfy2j8h79Z6rlVS3j4dxCzF9jPx2WYLTUtPqjsXT_Skw6t8El09nh4XCixzcjw&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"3";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:45:56";""
"cian";"cian_329697863";"329697863";"https://www.cian.ru/sale/flat/329697863/";"https://aprelevka.cian.ru/sale/flat/329697863/?context=4.P7vNu24h-wc.7mvIqE3r5nfJlPjG8qcqa7W1an3gjpuK7qrJwM_WN88qDZMAUe2-taVBGsykIK53CpWlUU-qHw_6GQ&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"4";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:46:12";""
"cian";"cian_330915682";"330915682";"https://www.cian.ru/sale/flat/330915682/";"https://lyubertsy.cian.ru/sale/flat/330915682/?context=4.YClpq88ea7c.Ahg5J2KYbPDjPZ1tBmyLO-cwfSPte-gg0YqLYNKYCMk3qJkmX42ACBAm7_fl0Fp4_rRE5uaBK-GzWg&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"5";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:46:27";""
"cian";"cian_324887636";"324887636";"https://www.cian.ru/sale/flat/324887636/";"https://khimki.cian.ru/sale/flat/324887636/?context=4.GwFjvKI3Pc4.VDywVXXSBoCNuHL-T3gGDg2xzO4Or5LypCLTZG7fg522s-t7JZL2kK-uv1iMZBW8vhffoyV5wmUyNA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"6";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:46:42";""
"cian";"cian_327922642";"327922642";"https://www.cian.ru/sale/flat/327922642/";"https://korolev.cian.ru/sale/flat/327922642/?context=4.aHPZklZPPeI.Uj8wR2ypupi_aa3WGgd9RXb8vxb_wGKq6axkwp1iyIdlalrkzDTJhIc7NnxHx6ZhWKbpU-djNx89uw&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"7";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:46:56";""
"cian";"cian_327701049";"327701049";"https://www.cian.ru/sale/flat/327701049/";"https://balashikha.cian.ru/sale/flat/327701049/?context=4.g4_Jyx0MyVg.6qf2k2g0Z-jX4aI7eROZeBNKV-mMsstJkH6xSe_B9purHuN4fHMakL0HD1MuKjBtUmXcdbox6KZvug&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"8";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:47:11";""
"cian";"cian_330351958";"330351958";"https://www.cian.ru/sale/flat/330351958/";"https://kotelniki.cian.ru/sale/flat/330351958/?context=4.yovbgqPqppA.vStivRUAoIiz0cHSQ1C6zsMGFXiYbJRtpMVj5z5sDyC3zXX-fDbwJMwD9WKK835BUtC5Qy0gkPILEA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"9";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:47:25";""
"cian";"cian_324563410";"324563410";"https://www.cian.ru/sale/flat/324563410/";"https://ivanteyevka.cian.ru/sale/flat/324563410/?context=4.e5Ja6TqZA5s.aVzFhHdjDWcfyZ22zBHzu6xbO65czSKQzQHToeqRaMuAcAoxlFAltSdhyW9QXi-tYp8KLl4iUcnUJw&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"10";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:47:38";""
"cian";"cian_330666941";"330666941";"https://www.cian.ru/sale/flat/330666941/";"https://sergiyev-posad.cian.ru/sale/flat/330666941/?context=4.k8Pfocvvpts.1ceuHDBI5kQbgWLbr8maWx5M38RqHEGhYXJuwuP74uuOytN_7d15lR_IpvGB9-cTiL0KVAEsg_9ALQ&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"11";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:47:53";""
"cian";"cian_328541240";"328541240";"https://www.cian.ru/sale/flat/328541240/";"https://domodedovo.cian.ru/sale/flat/328541240/?context=4.a2RKsbDbvN0.zL_28Jb6PXiPBY6z4UaMSEPj673o7pMMy07OpHeD8Lr2b5mNNmdMZ9Ao9DRNgvqedzfb8LY7oZrbPA&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"12";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:48:06";""
"cian";"cian_330498717";"330498717";"https://www.cian.ru/sale/flat/330498717/";"https://ivanteyevka.cian.ru/sale/flat/330498717/?context=4.8WOIs7r7ob0.vbL-q1VCIEXCTbVLWmM9GaSLeSeV1jdfwH5EM0npVrMtAshAoLr94wjkfthW3RAoaTUrhospZtUV7Q&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"13";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:48:19";""
"cian";"cian_329871541";"329871541";"https://www.cian.ru/sale/flat/329871541/";"https://zvenigorod.cian.ru/sale/flat/329871541/?context=4.L-QjhPZ0Iow.xzTDNPlfbBPuAsnWQWFPT6QuFPTgw3Rt3KJIbtxEXdcM6_Iz2j6dmqMqS9qxOXybhhsj46Gm9wr7Qg&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"14";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:48:33";""
"cian";"cian_327559686";"327559686";"https://www.cian.ru/sale/flat/327559686/";"https://kotelniki.cian.ru/sale/flat/327559686/?context=4.E22jm53R7ws.woAaZNcgiHscIttvE_JosAzZGhz_6jWOwl2q0I3fE3Brn47i1-73wOFwP1tKvSUwKIKXZ1QEiqswhg&mlSearchSessionGuid=a3f265dcb2a5b7061ac3426cce13c9ba";"1 комнатные";"https://www.cian.ru/kupit-1-komnatnuyu-kvartiru-moskovskaya-oblast/";"22852";"7";"15";"done";"";"2026-06-13 00:29:17";"2026-06-13 01:48:47";""
