"source";"segment";"segment_url";"checkbox_label";"checkbox_value";"checkbox_marker";"page_number";"position_on_page";"listing_id";"url";"title_from_listing";"price_from_listing";"price_from_listing_num";"address_from_listing";"description_from_listing";"status";"run_marker";"collected_at";"parsed_at";"error"
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"33";"8091883736";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_375_m_2324_et._8091883736?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 37,5 м², 23/24 эт.";"15 593 087 ₽";"15593087";"Д. Мякинино, стр. 3 Красногорск";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 37.52 кв. М в корпусе 3 на 23-м этаже, в жилом комплексе «Квартал Строгино». В варианте без отделки мы установили окна и входную дверь, завели в кварт";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:22:06";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"34";"8091202988";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_328_m_2024_et._8091202988?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 32,8 м², 20/24 эт.";"15 440 540 ₽";"15440540";"Московская область, Красногорск, жилой комплекс Квартал Строгино, к2 Красногорск";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 32.83 кв. М в корпусе 2 на 20-м этаже, в жилом комплексе «Квартал Строгино». В варианте без отделки мы установили окна и входную дверь, завели в кварт";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:22:27";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"35";"8091869123";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_347_m_2224_et._8091869123?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 34,7 м², 22/24 эт.";"15 222 576 ₽";"15222576";"Д. Мякинино, стр. 3 Красногорск";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 34.73 кв. М в корпусе 3 на 22-м этаже, в жилом комплексе «Квартал Строгино». В варианте без отделки мы установили окна и входную дверь, завели в кварт";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:22:44";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"36";"8091028231";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_33_m_2324_et._8091028231?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 33 м², 23/24 эт.";"15 340 116 ₽";"15340116";"Московская область, Красногорск, жилой комплекс Квартал Строгино, к2 Красногорск";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 33 кв. М в корпусе 2 на 23-м этаже, в жилом комплексе «Квартал Строгино». В варианте без отделки мы установили окна и входную дверь, завели в квартиру";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:23:01";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"37";"8091291152";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_328_m_2424_et._8091291152?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 32,8 м², 24/24 эт.";"14 824 785 ₽";"14824785";"Московская область, Красногорск, жилой комплекс Квартал Строгино, к2 Красногорск";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 32.76 кв. М в корпусе 2 на 24-м этаже, в жилом комплексе «Квартал Строгино». В варианте без отделки мы установили окна и входную дверь, завели в кварт";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:23:18";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"38";"8091735501";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_347_m_2024_et._8091735501?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 34,7 м², 20/24 эт.";"15 030 276 ₽";"15030276";"Д. Мякинино, стр. 3 Красногорск";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 34.73 кв. М в корпусе 3 на 20-м этаже, в жилом комплексе «Квартал Строгино». В варианте без отделки мы установили окна и входную дверь, завели в кварт";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:23:37";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"39";"7708529990";"https://www.avito.ru/zvenigorod/kvartiry/1-k._kvartira_372_m_515_et._7708529990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 37,2 м², 5/15 эт.";"7 100 000 ₽";"7100000";"Район Восточный, 3-й мкр-н, 9 Звенигород";"Дом Cдан. Прoдаeтся светлая квартира-евродвушка со стильным современным рeмонтoм в ЖК Восточный. Произведен качественный ремонт: элeктрoтехничecкиe и caнтexническиe pаботы выполнены пo нaивысшим cтaндаpтам, что позволит дoлгиe годы не беcпокоитcя o пробл";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:23:51";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"40";"8065182105";"https://www.avito.ru/moskovskaya_oblast_ivanteevka/kvartiry/1-k._kvartira_379_m_24_et._8065182105?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 37,9 м², 2/4 эт.";"5 423 566 ₽";"5423566";"С. Тарасовка, мкр. Пушкарь, корп. 3 Ивантеевка";"Номер квартиры: 176. Этаж: 2. Площадь: 37.90. Корпус: Корпус 3. Жилой комплекс «Пушкарь» представляет собой группу разносекционных монолитных зданий. Застройщиком спроектированы квартиры с различными планировками — от студий до четырехкомнатных общей п";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:24:07";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"41";"8091477173";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_339_m_2024_et._8091477173?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 33,9 м², 20/24 эт.";"16 617 414 ₽";"16617414";"Д. Мякинино, стр. 3 Красногорск";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 33.93 кв. М в корпусе 3 на 20-м этаже, в жилом комплексе «Квартал Строгино». В варианте без отделки мы установили окна и входную дверь, завели в кварт";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:24:27";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"42";"8091666640";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_379_m_924_et._8091666640?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 37,9 м², 9/24 эт.";"16 481 062 ₽";"16481062";"Московская область, Красногорск, жилой комплекс Квартал Строгино, к2 Красногорск";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 37.87 кв. М в корпусе 2 на 9-м этаже, в жилом комплексе «Квартал Строгино». В варианте без отделки мы установили окна и входную дверь, завели в кварти";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:24:40";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"43";"8064958418";"https://www.avito.ru/moskovskaya_oblast_ivanteevka/kvartiry/1-k._kvartira_381_m_34_et._8064958418?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 38,1 м², 3/4 эт.";"5 452 186 ₽";"5452186";"С. Тарасовка, мкр. Пушкарь, корп. 3 Ивантеевка";"Номер квартиры: 155. Этаж: 3. Площадь: 38.10. Корпус: Корпус 3. Жилой комплекс «Пушкарь» представляет собой группу разносекционных монолитных зданий. Застройщиком спроектированы квартиры с различными планировками — от студий до четырехкомнатных общей п";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:24:54";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"44";"8100586243";"https://www.avito.ru/vidnoe/kvartiry/1-k._kvartira_30_m_13_et._8100586243?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 30 м², 1/3 эт.";"5 400 000 ₽";"5400000";"ул. 4-й квартал, 1 пос. Мещерино";"Покупайте лучшее! Если у Вас нет возможности позвонить напишите в сообщениях номер телефона. Увижу и перезвоню). Взвешенное, по цене и качеству, предложение! Прозрачная история квартиры. Полная стоимость в договоре. Один взрослый собственник. Никто не проп";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:25:14";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"45";"8091556593";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_339_m_2324_et._8091556593?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 33,9 м², 23/24 эт.";"16 678 759 ₽";"16678759";"Д. Мякинино, стр. 3 Красногорск";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 33.93 кв. М в корпусе 3 на 23-м этаже, в жилом комплексе «Квартал Строгино». В варианте без отделки мы установили окна и входную дверь, завели в кварт";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:25:32";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"46";"8099540336";"https://www.avito.ru/himki/kvartiry/1-k._kvartira_40_m_510_et._8099540336?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 40 м², 5/10 эт.";"8 100 000 ₽";"8100000";"Ул. Первомайская, стр. 2, секц. 2-4 Химки";"Продаётся просторная однокомнатная квартира формата евро-2 в современном жилом комплексе комфорт-класса «Ласточкино» (г. Химки, р-н Сходня). · Свободная планировка евро-2: объединённая кухня-гостиная площадью 13 м² — идеальное место для приёма гостей и се";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:25:46";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"47";"8125526038";"https://www.avito.ru/podolsk/kvartiry/1-k._kvartira_35_m_312_et._8125526038?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 35 м², 3/12 эт.";"7 000 000 ₽";"7000000";"Парковая ул., 45 Подольск";"Продажа Однокомнатной Квартиры СО Всей Мебелью И Техникой! Идеальный вариант под сдачу в аренду или для быстрого переезда! В квартире выполнен свежий ремонт. Всё, Что Вы Видите На Фото (стильная гостиная группа (шкаф, тумба под ТВ, полки), комфортный диван";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:26:05";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"48";"8088892041";"https://www.avito.ru/domodedovo/kvartiry/1-k._kvartira_308_m_25_et._8088892041?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 30,8 м², 2/5 эт.";"4 700 000 ₽";"4700000";"мкр-н Авиационный, ул. Ильюшина, 11к3 Домодедово";"Id:3249. Продается однокомнатная квартира в мкр. Авиационном на 2-ом этаже 5-ти этажного кирпичного дома. Общая площадь квартиры составляет 30,8 кв. М. В квартире установлен новый газовый нагреватель, кондиционер. Полностью обновили электропроводку, новые";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:26:24";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"49";"8102382377";"https://www.avito.ru/serpuhov/kvartiry/1-k._kvartira_42_m_816_et._8102382377?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 42 м², 8/16 эт.";"6 700 000 ₽";"6700000";"б-р 65 лет Победы, 6к2 Серпухов";"Продаётся 1 комнатная квартира, расположена по адресу: мкр. Ивановские дворики, бульвар 65 лет победы д. 6 к 2. Квартира в очень хорошем состоянии с ремонтом, общая площадь 42 м, большая светлая и просторная комната 20 м, с выходом на застекленную лоджию,";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:26:38";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"8";"50";"7804460134";"https://www.avito.ru/podolsk/kvartiry/1-k._kvartira_384_m_1317_et._7804460134?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvTTRDZnRlOVAycmVkZXkzIjt9wIS3Ez8AAAA";"1-к. квартира, 38,4 м², 13/17 эт.";"6 200 000 ₽";"6200000";"Юбилейная ул., 7А Подольск";"Номер лота: вт-0430279. Свободная продажа! Продается тихая, светлая, уютная квартира расположенная на 13-м этаже 17-этажного панельного дома, построенного в 2010 году с Общей площадью 38.4 кв. М., квадратной комнатой 17,7 м2, кухней 9 м2 и гардеробной. Выс";"done";"";"2026-06-06 11:33:32";"2026-06-06 16:26:56";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"9";"1";"7804460134";"https://www.avito.ru/podolsk/kvartiry/1-k._kvartira_384_m_1317_et._7804460134?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUMDZxR3lLSjhaSXRWUXA2Ijt9ukfCJj8AAAA";"1-к. квартира, 38,4 м², 13/17 эт.";"6 200 000 ₽";"6200000";"Юбилейная ул., 7А Подольск";"Номер лота: вт-0430279. Свободная продажа! Продается тихая, светлая, уютная квартира расположенная на 13-м этаже 17-этажного панельного дома, построенного в 2010 году с Общей площадью 38.4 кв. М., квадратной комнатой 17,7 м2, кухней 9 м2 и гардеробной. Выс";"done";"";"2026-06-06 11:34:01";"2026-06-06 16:32:39";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"9";"2";"8091238229";"https://www.avito.ru/kokoshkino/kvartiry/1-k._kvartira_393_m_88_et._8091238229?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUMDZxR3lLSjhaSXRWUXA2Ijt9ukfCJj8AAAA";"1-к. квартира, 39,3 м², 8/8 эт.";"13 192 439 ₽";"13192439";"Москва, Новомосковский административный округ, район Внуково, жилой комплекс Квартал Западный, 9 Кокошкино";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 39.33 кв. М в корпусе 9 на 8-м этаже, в жилом комплексе «Квартал Западный». Застройщик сдает квартиры с отделкой в нескольких вариантах: предчистовая,";"done";"";"2026-06-06 11:34:01";"2026-06-06 16:32:54";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"9";"3";"8197353883";"https://www.avito.ru/tomilino/kvartiry/1-k._kvartira_332_m_69_et._8197353883?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUMDZxR3lLSjhaSXRWUXA2Ijt9ukfCJj8AAAA";"1-к. квартира, 33,2 м², 6/9 эт.";"6 200 000 ₽";"6200000";"ул. Гаршина, 9Ак12 пгт. Томилино";"Продается отличный вариант 1-к квартиры! Комната изолированная квадратной хорошей формы, с балконом, Очень вместительная светлая кухня, с/у совмещенный с ванной, Прихожая очень просторная, есть место для встроенного шкафа, мебели. Несмотря на общую площад";"done";"";"2026-06-06 11:34:01";"2026-06-06 16:33:10";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"9";"4";"8064919041";"https://www.avito.ru/moskovskaya_oblast_ivanteevka/kvartiry/1-k._kvartira_296_m_34_et._8064919041?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUMDZxR3lLSjhaSXRWUXA2Ijt9ukfCJj8AAAA";"1-к. квартира, 29,6 м², 3/4 эт.";"4 532 322 ₽";"4532322";"С. Тарасовка, мкр. Пушкарь, корп. 1 Ивантеевка";"Номер квартиры: 88. Этаж: 3. Площадь: 29.60. Корпус: Корпус 1. Жилой комплекс «Пушкарь» представляет собой группу разносекционных монолитных зданий. Застройщиком спроектированы квартиры с различными планировками — от студий до четырехкомнатных общей пл";"done";"";"2026-06-06 11:34:01";"2026-06-06 16:33:25";""
"avito";"1 комната";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/1-komnatnye-ASgBAgICAkSSA8YQygiAWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkxFejRra243MUlHRTlwc3UiO32_Er2lJgAAAA&localPriority=0";"1 комната";"5696";"params[549]/checkbox/5696";"9";"5";"8090912806";"https://www.avito.ru/kokoshkino/kvartiry/1-k._kvartira_444_m_912_et._8090912806?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUMDZxR3lLSjhaSXRWUXA2Ijt9ukfCJj8AAAA";"1-к. квартира, 44,4 м², 9/12 эт.";"14 496 353 ₽";"14496353";"Москва, Новомосковский административный округ, район Внуково, жилой комплекс Квартал Западный, 9 Кокошкино";"Строим кварталы для жизни с заботой о будущем. Предлагается 1-комнатная квартира комфорт-класса площадью 44.36 кв. М в корпусе 9 на 9-м этаже, в жилом комплексе «Квартал Западный». Застройщик сдает квартиры с отделкой в нескольких вариантах: предчистовая,";"done";"";"2026-06-06 11:34:01";"2026-06-06 16:33:40";""
