source,source_listing_id,url,parsed_at,link_collected_at,price_rub,price_m2_rub,lat,lon,region,okrug,settlement,street,address,rooms,is_studio,total_area_m2,kitchen_area_m2,living_area_m2,kitchen_area_share,living_area_share,floor,floors_total,floor_ratio,floor_group,is_first_floor,is_last_floor,house_year,house_age,is_new_building_year,ceiling_height_m,house_type,property_format,housing_market,housing_class,housing_class_rank,heating_type,overlap_type,gas_supply_type,redevelopment_status,ownership_share_fraction,is_share_sale,repair_type,finish_type,finish_rank,sale_type,bathroom_type,bathroom_combined_count,bathroom_separate_count,bathroom_total_count,passenger_elevator_count,freight_elevator_count,elevator_total_count,has_elevator,metro_min_listed,metro_count_listed,mkad_distance_km,balcony_count,loggia_count,balcony_loggia_type,is_apartment_format,is_penthouse_format,has_balcony,has_loggia,windows_yard,windows_street,windows_park_or_forest,windows_water,windows_sunny,windows_panoramic,windows_two_sides,windows_quiet,windows_view_count,parking_underground,parking_surface,parking_multilevel,parking_yard,parking_open_yard,parking_barrier,parking_guest,yard_closed,yard_playground,yard_sportground,yard_no_cars,yard_barrier,has_furniture,has_kitchen_furniture,has_wardrobe_storage,has_sleeping_places,furniture_set,has_fridge,has_washer,has_dishwasher,has_ac,has_water_heater,has_oven,has_cooktop,has_hood,has_appliances,appliances_set,mortgage_possible,one_owner,no_encumbrance,quick_deal,has_warm_floor,is_emergency_house,has_ramp,has_minor_owners,maternity_capital_used,has_garbage_chute,has_concierge,entrance_clean,entrance_needs_repair,has_security,has_storage_room,has_mall_nearby_text,has_park_nearby_text,has_school_nearby_text,has_kindergarten_nearby_text,description_len_chars,description_len_words,repair_source,finish_source,house_type_source,ceiling_height_source,osm_metro_count_1000m,osm_metro_nearest_1000m,has_metro_1000m,osm_park_count_1000m,osm_park_nearest_1000m,has_park_1000m,osm_school_count_1000m,osm_school_nearest_1000m,has_school_1000m,osm_kindergarten_count_1000m,osm_kindergarten_nearest_1000m,has_kindergarten_1000m,osm_hospital_clinic_count_1000m,osm_hospital_clinic_nearest_1000m,has_hospital_clinic_1000m,osm_pharmacy_count_1000m,osm_pharmacy_nearest_1000m,has_pharmacy_1000m,osm_supermarket_count_1000m,osm_supermarket_nearest_1000m,has_supermarket_1000m,osm_public_transport_stop_count_1000m,osm_public_transport_stop_nearest_1000m,has_public_transport_stop_1000m,osm_cafe_restaurant_count_1000m,osm_cafe_restaurant_nearest_1000m,has_cafe_restaurant_1000m,osm_fitness_sport_count_1000m,osm_fitness_sport_nearest_1000m,has_fitness_sport_1000m,osm_total_poi_count_1000m,infrastructure_score_1000m,log1p_osm_metro_count_1000m,log1p_osm_park_count_1000m,log1p_osm_school_count_1000m,log1p_osm_kindergarten_count_1000m,log1p_osm_hospital_clinic_count_1000m,log1p_osm_pharmacy_count_1000m,log1p_osm_supermarket_count_1000m,log1p_osm_public_transport_stop_count_1000m,log1p_osm_cafe_restaurant_count_1000m,log1p_osm_fitness_sport_count_1000m,log1p_osm_total_poi_count_1000m,osm_features_available,osm_radius_m
avito,8138988414,https://www.avito.ru/himki/kvartiry/2-k._kvartira_685_m_1017_et._8138988414?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:09:05,2026-06-06 12:03:15,12100000.0,176642.0,55.9438,37.302632,,,,,"Московская обл., Химки, мкр-н Сходня, Больничный пр., 1",2.0,0,68.5,13.0,32.0,0.1897810218978102,0.46715328467153283,10.0,17.0,0.5882352941176471,middle,0,0,2010.0,16.0,0,2.8,monolith,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,euro,unknown,,free_sale,separate,0,1,1,1,1,2,1,13.0,2,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,kitchen|sleeping|storage,1,1,0,0,0,0,0,0,1,fridge|washer,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,678,97,existing,missing,existing,existing,0.0,,0.0,17.0,364.7,1.0,4.0,352.1,1.0,5.0,323.7,1.0,6.0,120.1,1.0,12.0,179.6,1.0,41.0,43.3,1.0,23.0,182.3,1.0,22.0,160.7,1.0,4.0,230.9,1.0,133.0,119.0,0.0,2.8903717578961645,1.6094379124341005,1.791759469228055,1.9459101490553128,2.5649493574615367,3.737669618283368,3.1780538303479458,3.1354942159291497,1.6094379124341005,4.897839799950911,1,1000.0
avito,8078768857,https://www.avito.ru/naro-fominsk/kvartiry/2-k._kvartira_443_m_25_et._8078768857?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:09:19,2026-06-06 12:03:15,7700000.0,173815.0,55.374795,36.732974,,,,,"Московская обл., Наро-Фоминский г.о., Наро-Фоминск, Латышская ул., 17",2.0,0,44.3,6.7,27.2,0.15124153498871334,0.6139954853273137,2.0,5.0,0.4,middle,0,0,1972.0,54.0,0,,brick,flat,unknown,unknown,,electric,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,combined,1,0,1,0,0,0,0,45.0,0,,1.0,1.0,both,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,kitchen,1,0,0,0,0,0,0,0,1,fridge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1262,185,existing,missing,existing,missing,0.0,,0.0,27.0,22.3,1.0,4.0,301.1,1.0,6.0,118.3,1.0,3.0,242.8,1.0,12.0,143.4,1.0,23.0,128.7,1.0,21.0,174.6,1.0,7.0,424.6,1.0,4.0,407.8,1.0,107.0,117.0,0.0,3.332204510175204,1.6094379124341005,1.9459101490553128,1.3862943611198906,2.5649493574615367,3.1780538303479458,3.091042453358316,2.079441541679836,1.6094379124341005,4.68213122712422,1,1000.0
avito,8092573248,https://www.avito.ru/roshal/kvartiry/2-k._kvartira_507_m_59_et._8092573248?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:09:33,2026-06-06 12:03:15,3350000.0,66075.0,55.66578293,39.84906769,,,,,"Московская обл., г.о. Шатура, Рошаль, ул. Химиков, 5",2.0,0,50.7,9.0,,0.17751479289940827,,5.0,9.0,0.5555555555555556,middle,0,0,1992.0,34.0,0,,panel,flat,unknown,unknown,,unknown,unknown,unknown,unknown,,0,no_repair,unknown,,free_sale,separate,0,1,1,1,0,1,1,,0,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,40,existing,missing,existing,missing,0.0,,0.0,4.0,473.8,1.0,2.0,575.1,1.0,4.0,229.8,1.0,0.0,,0.0,2.0,378.3,1.0,5.0,131.3,1.0,18.0,184.6,1.0,0.0,,0.0,1.0,910.8,1.0,36.0,38.0,0.0,1.6094379124341005,1.0986122886681098,1.6094379124341005,0.0,1.0986122886681098,1.791759469228055,2.9444389791664403,0.0,0.6931471805599453,3.610917912644224,1,1000.0
avito,8192489777,https://www.avito.ru/stupino/kvartiry/2-k._kvartira_603_m_55_et._8192489777?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:09:49,2026-06-06 12:03:15,6900000.0,114428.0,54.88452911,38.07845306,,,,,"Московская обл., Ступино, пр-т Победы, 14",2.0,0,60.3,8.0,29.0,0.13266998341625208,0.4809286898839138,5.0,5.0,1.0,last,0,1,1956.0,70.0,0,3.0,brick,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,separate,0,1,1,0,0,0,0,,0,,1.0,0.0,balcony,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,kitchen|sleeping,1,1,0,0,0,0,0,0,1,fridge|washer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,720,83,existing,missing,existing,existing,0.0,,0.0,5.0,582.6,1.0,9.0,127.0,1.0,15.0,223.8,1.0,7.0,113.9,1.0,15.0,130.5,1.0,28.0,109.4,1.0,18.0,141.4,1.0,13.0,246.8,1.0,9.0,173.4,1.0,119.0,94.5,0.0,1.791759469228055,2.302585092994046,2.772588722239781,2.079441541679836,2.772588722239781,3.367295829986474,2.9444389791664403,2.6390573296152584,2.302585092994046,4.787491742782046,1,1000.0
avito,8052884448,https://www.avito.ru/sergiev_posad/kvartiry/2-k._kvartira_425_m_45_et._8052884448?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:10:04,2026-06-06 12:03:15,4850000.0,114118.0,56.323033,38.14138,,,,,"Московская обл., Сергиево-Посадский г.о., Сергиев Посад, Инженерная ул., 7",2.0,0,42.5,6.0,35.0,0.1411764705882353,0.8235294117647058,4.0,5.0,0.8,high,0,0,1965.0,61.0,0,,panel,flat,unknown,unknown,,central,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,combined,1,0,1,0,0,0,0,12.5,0,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1969,262,existing,missing,existing,missing,0.0,,0.0,24.0,242.1,1.0,7.0,532.2,1.0,5.0,256.9,1.0,7.0,125.2,1.0,19.0,270.6,1.0,40.0,250.2,1.0,18.0,207.4,1.0,16.0,45.9,1.0,1.0,239.5,1.0,137.0,134.5,0.0,3.218875824868201,2.079441541679836,1.791759469228055,2.079441541679836,2.995732273553991,3.713572066704308,2.9444389791664403,2.833213344056216,0.6931471805599453,4.927253685157205,1,1000.0
avito,8093987733,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/2-k._kvartira_375_m_814_et._8093987733?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:10:20,2026-06-06 12:03:15,8320484.0,221880.0,55.82056,37.21042,,,,,"ул. Береговая, стр. 1.1",2.0,0,37.5,2.0,21.0,0.05333333333333334,0.56,8.0,14.0,0.5714285714285714,middle,0,0,,,0,,monolith,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,ddu,unknown,0,0,0,0,0,0,0,31.0,3,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,19,missing,existing,existing,missing,0.0,,0.0,9.0,299.0,1.0,1.0,817.5,1.0,2.0,578.3,1.0,0.0,,0.0,0.0,,0.0,5.0,464.1,1.0,4.0,328.2,1.0,0.0,,0.0,0.0,,0.0,21.0,30.0,0.0,2.302585092994046,0.6931471805599453,1.0986122886681098,0.0,0.0,1.791759469228055,1.6094379124341005,0.0,0.0,3.091042453358316,1,1000.0
avito,7608183567,https://www.avito.ru/reutov/kvartiry/2-k._kvartira_437_m_24_et._7608183567?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:10:37,2026-06-06 12:03:15,10650000.0,243707.0,55.75622559,37.85356903,,,,,"Московская обл., Реутов, Новогиреевская ул., 10",2.0,0,43.7,6.0,29.0,0.13729977116704806,0.6636155606407322,2.0,4.0,0.5,middle,0,0,1960.0,66.0,0,2.7,brick,flat,unknown,comfort,2.0,gas,unknown,unknown,unknown,,0,euro,unknown,,free_sale,combined,1,0,1,0,0,0,0,8.0,3,,1.0,0.0,balcony,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,kitchen|sleeping,1,1,0,0,1,0,0,0,1,fridge|washer|water_heater,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,128,existing,missing,existing,existing,0.0,,0.0,72.0,63.1,1.0,8.0,306.8,1.0,18.0,91.3,1.0,28.0,166.2,1.0,43.0,129.8,1.0,64.0,119.3,1.0,53.0,190.0,1.0,82.0,146.4,1.0,16.0,123.1,1.0,384.0,336.5,0.0,4.290459441148391,2.19722457733622,2.9444389791664403,3.367295829986474,3.784189633918261,4.174387269895637,3.9889840465642745,4.418840607796598,2.833213344056216,5.953243334287785,1,1000.0
avito,7780685425,https://www.avito.ru/kashira/kvartiry/2-k._kvartira_487_m_29_et._7780685425?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:10:55,2026-06-06 12:03:15,5600000.0,114990.0,,,,,,,"Садовая ул., 24к2 Кашира",2.0,0,48.7,9.0,29.0,0.18480492813141683,0.595482546201232,2.0,9.0,0.2222222222222222,low,0,0,,,0,2.6,brick,flat,unknown,unknown,,electric,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,combined,1,0,1,1,0,1,1,,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,kitchen|sleeping,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1012,140,existing,missing,existing,existing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
avito,8160717010,https://www.avito.ru/kubinka/kvartiry/2-k._kvartira_509_m_55_et._8160717010?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:11:12,2026-06-06 12:03:15,7700000.0,151277.0,55.5578947804142,36.68808697881314,,,,,"Московская обл., Одинцовский г.о., Кубинка, Армейская ул., 13",2.0,0,50.9,10.5,,0.206286836935167,,5.0,5.0,1.0,last,0,1,,,0,,panel,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,euro,unknown,,free_sale,separate,0,1,1,0,0,0,0,,0,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,kitchen|sleeping|storage,1,1,1,0,0,0,0,0,1,dishwasher|fridge|washer,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,989,129,existing,missing,existing,missing,0.0,,0.0,15.0,368.6,1.0,0.0,,0.0,4.0,190.1,1.0,2.0,899.3,1.0,1.0,699.3,1.0,19.0,64.8,1.0,19.0,58.5,1.0,0.0,,0.0,0.0,,0.0,60.0,74.5,0.0,2.772588722239781,0.0,1.6094379124341005,1.0986122886681098,0.6931471805599453,2.995732273553991,2.995732273553991,0.0,0.0,4.110873864173311,1,1000.0
avito,7344653964,https://www.avito.ru/egorevsk/kvartiry/2-k._kvartira_444_m_15_et._7344653964?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:11:33,2026-06-06 12:03:15,3550000.0,79955.0,55.374304,39.06775,,,,,"Московская обл., Егорьевск, 1-й мкр-н, 42",2.0,0,44.4,6.0,32.0,0.13513513513513514,0.7207207207207208,1.0,5.0,0.2,first,1,0,1967.0,59.0,0,2.5,panel,flat,unknown,comfort,2.0,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,alternative,combined,1,0,1,0,0,0,0,,0,,0.0,0.0,none,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,general,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,968,141,existing,missing,existing,existing,0.0,,0.0,48.0,451.9,1.0,5.0,205.7,1.0,13.0,86.4,1.0,1.0,528.9,1.0,13.0,521.3,1.0,23.0,164.4,1.0,22.0,183.7,1.0,9.0,365.8,1.0,4.0,333.3,1.0,138.0,166.5,0.0,3.8918202981106265,1.791759469228055,2.6390573296152584,0.6931471805599453,2.6390573296152584,3.1780538303479458,3.1354942159291497,2.302585092994046,1.6094379124341005,4.934473933130692,1,1000.0
avito,7855106666,https://www.avito.ru/balashiha/kvartiry/2-k._kvartira_35_m_423_et._7855106666?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:11:49,2026-06-06 12:03:15,9030000.0,258000.0,55.73433,38.00458,,,,,"мкр. Железнодорожный, пр-т Героев, ул. Автозаводская, стр. 610с2",2.0,0,35.0,17.2,10.6,0.4914285714285714,0.3028571428571428,4.0,23.0,0.17391304347826086,low,0,0,,,0,2.7,monolith,flat,new_building,unknown,,gas,unknown,unknown,unknown,,0,unknown,finished,3.0,unknown,combined,1,0,1,0,0,0,0,25.5,2,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1070,161,missing,existing,existing,existing,0.0,,0.0,15.0,223.8,1.0,5.0,351.5,1.0,8.0,404.5,1.0,4.0,613.9,1.0,9.0,211.7,1.0,24.0,203.3,1.0,17.0,137.8,1.0,16.0,298.2,1.0,1.0,859.7,1.0,99.0,92.5,0.0,2.772588722239781,1.791759469228055,2.19722457733622,1.6094379124341005,2.302585092994046,3.218875824868201,2.8903717578961645,2.833213344056216,0.6931471805599453,4.605170185988092,1,1000.0
avito,7881100730,https://www.avito.ru/podolsk/kvartiry/2-k._kvartira_558_m_1717_et._7881100730?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:12:08,2026-06-06 12:03:15,8481600.0,152000.0,55.45219,37.54058,,,,,"ул. Садовая, д. 14",2.0,0,55.8,9.6,31.8,0.17204301075268819,0.5698924731182796,17.0,17.0,1.0,last,0,1,,,0,2.7,panel,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,ddu,separate,0,1,1,1,1,2,1,31.0,2,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,33,missing,existing,existing,existing,0.0,,0.0,9.0,225.5,1.0,1.0,675.2,1.0,2.0,512.8,1.0,0.0,,0.0,1.0,380.1,1.0,5.0,518.1,1.0,11.0,271.1,1.0,0.0,,0.0,0.0,,0.0,29.0,37.5,0.0,2.302585092994046,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.791759469228055,2.4849066497880004,0.0,0.0,3.4011973816621555,1,1000.0
avito,7900426749,https://www.avito.ru/lobnya/kvartiry/2-k._kvartira_695_m_517_et._7900426749?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:12:27,2026-06-06 12:03:15,10700000.0,153957.0,56.004942,37.48658,,,,,"Московская обл., Лобня, Кольцевая ул., 14",2.0,0,69.5,8.8,50.0,0.12661870503597122,0.7194244604316546,5.0,17.0,0.29411764705882354,low,0,0,2017.0,9.0,0,2.8,monolith_brick,flat,unknown,unknown,,gas,unknown,unknown,none,,0,cosmetic,unknown,,free_sale,combined,1,0,1,1,1,2,1,13.0,2,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,kitchen|sleeping,0,0,0,0,0,0,0,0,0,none,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1103,143,existing,missing,existing,existing,0.0,,0.0,13.0,192.8,1.0,1.0,394.9,1.0,2.0,191.0,1.0,8.0,283.0,1.0,7.0,179.2,1.0,17.0,124.6,1.0,16.0,102.7,1.0,16.0,58.3,1.0,2.0,634.4,1.0,82.0,73.5,0.0,2.6390573296152584,0.6931471805599453,1.0986122886681098,2.19722457733622,2.079441541679836,2.8903717578961645,2.833213344056216,2.833213344056216,1.0986122886681098,4.418840607796598,1,1000.0
avito,7889639777,https://www.avito.ru/kotelniki/kvartiry/2-k._kvartira_59_m_1525_et._7889639777?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:12:43,2026-06-06 12:03:15,11450000.0,194068.0,55.641427,37.853515,,,,,"Московская обл., Котельники, мкр-н Новые Котельники, 18",2.0,0,59.0,18.0,27.0,0.3050847457627119,0.4576271186440678,15.0,25.0,0.6,middle,0,0,,,0,,monolith,flat,unknown,unknown,,unknown,unknown,unknown,unknown,,0,euro,unknown,,free_sale,separate,0,1,1,1,1,2,1,31.0,1,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,97,existing,missing,existing,missing,0.0,,0.0,6.0,461.2,1.0,4.0,358.8,1.0,7.0,116.2,1.0,1.0,585.4,1.0,12.0,357.1,1.0,19.0,206.5,1.0,14.0,567.4,1.0,8.0,502.4,1.0,5.0,715.8,1.0,76.0,63.0,0.0,1.9459101490553128,1.6094379124341005,2.079441541679836,0.6931471805599453,2.5649493574615367,2.995732273553991,2.70805020110221,2.19722457733622,1.791759469228055,4.343805421853684,1,1000.0
avito,7782470748,https://www.avito.ru/stupino/kvartiry/2-k._kvartira_451_m_55_et._7782470748?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:13:02,2026-06-06 12:03:15,4900000.0,108647.0,54.88759,38.080744,,,,,"Московская обл., Ступино, Центральный пер., 9",2.0,0,45.1,6.0,28.9,0.13303769401330376,0.6407982261640798,5.0,5.0,1.0,last,0,1,1963.0,63.0,0,2.4,brick,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,combined,1,0,1,0,0,0,0,,0,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,kitchen|sleeping,1,0,0,1,1,0,0,0,1,ac|fridge|water_heater,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,217,27,existing,missing,existing,existing,0.0,,0.0,2.0,336.8,1.0,9.0,65.8,1.0,17.0,118.8,1.0,6.0,301.0,1.0,13.0,150.5,1.0,30.0,141.6,1.0,16.0,246.3,1.0,12.0,84.3,1.0,11.0,527.7,1.0,116.0,88.5,0.0,1.0986122886681098,2.302585092994046,2.8903717578961645,1.9459101490553128,2.6390573296152584,3.4339872044851463,2.833213344056216,2.5649493574615367,2.4849066497880004,4.762173934797756,1,1000.0
avito,7942552940,https://www.avito.ru/lyubertsy/kvartiry/2-k._kvartira_437_m_55_et._7942552940?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJoYXZ1aXR4SE9oUXQyeXR4Ijt9mHNIMz8AAAA,2026-06-07 18:13:18,2026-06-06 12:03:15,8400000.0,192220.0,55.681295,37.882782,,,,,"Московская обл., Люберцы, ул. Кирова, 45к2",2.0,0,43.7,5.1,27.7,0.11670480549199083,0.6338672768878718,5.0,5.0,1.0,last,0,1,1966.0,60.0,0,2.5,brick,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,alternative,separate,0,1,1,0,0,0,0,13.0,3,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,kitchen,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,485,70,existing,missing,existing,existing,0.0,,0.0,24.0,244.0,1.0,6.0,98.4,1.0,7.0,347.7,1.0,21.0,261.9,1.0,22.0,196.0,1.0,37.0,221.5,1.0,55.0,140.7,1.0,33.0,324.6,1.0,9.0,320.4,1.0,214.0,185.0,0.0,3.218875824868201,1.9459101490553128,2.079441541679836,3.091042453358316,3.1354942159291497,3.6375861597263857,4.02535169073515,3.5263605246161616,2.302585092994046,5.3706380281276624,1,1000.0
