source,source_listing_id,url,parsed_at,link_collected_at,price_rub,price_m2_rub,lat,lon,region,okrug,settlement,street,address,rooms,is_studio,total_area_m2,kitchen_area_m2,living_area_m2,kitchen_area_share,living_area_share,floor,floors_total,floor_ratio,floor_group,is_first_floor,is_last_floor,house_year,house_age,is_new_building_year,ceiling_height_m,house_type,property_format,housing_market,housing_class,housing_class_rank,heating_type,overlap_type,gas_supply_type,redevelopment_status,ownership_share_fraction,is_share_sale,repair_type,finish_type,finish_rank,sale_type,bathroom_type,bathroom_combined_count,bathroom_separate_count,bathroom_total_count,passenger_elevator_count,freight_elevator_count,elevator_total_count,has_elevator,metro_min_listed,metro_count_listed,mkad_distance_km,balcony_count,loggia_count,balcony_loggia_type,is_apartment_format,is_penthouse_format,has_balcony,has_loggia,windows_yard,windows_street,windows_park_or_forest,windows_water,windows_sunny,windows_panoramic,windows_two_sides,windows_quiet,windows_view_count,parking_underground,parking_surface,parking_multilevel,parking_yard,parking_open_yard,parking_barrier,parking_guest,yard_closed,yard_playground,yard_sportground,yard_no_cars,yard_barrier,has_furniture,has_kitchen_furniture,has_wardrobe_storage,has_sleeping_places,furniture_set,has_fridge,has_washer,has_dishwasher,has_ac,has_water_heater,has_oven,has_cooktop,has_hood,has_appliances,appliances_set,mortgage_possible,one_owner,no_encumbrance,quick_deal,has_warm_floor,is_emergency_house,has_ramp,has_minor_owners,maternity_capital_used,has_garbage_chute,has_concierge,entrance_clean,entrance_needs_repair,has_security,has_storage_room,has_mall_nearby_text,has_park_nearby_text,has_school_nearby_text,has_kindergarten_nearby_text,description_len_chars,description_len_words,repair_source,finish_source,house_type_source,ceiling_height_source,osm_metro_count_1000m,osm_metro_nearest_1000m,has_metro_1000m,osm_park_count_1000m,osm_park_nearest_1000m,has_park_1000m,osm_school_count_1000m,osm_school_nearest_1000m,has_school_1000m,osm_kindergarten_count_1000m,osm_kindergarten_nearest_1000m,has_kindergarten_1000m,osm_hospital_clinic_count_1000m,osm_hospital_clinic_nearest_1000m,has_hospital_clinic_1000m,osm_pharmacy_count_1000m,osm_pharmacy_nearest_1000m,has_pharmacy_1000m,osm_supermarket_count_1000m,osm_supermarket_nearest_1000m,has_supermarket_1000m,osm_public_transport_stop_count_1000m,osm_public_transport_stop_nearest_1000m,has_public_transport_stop_1000m,osm_cafe_restaurant_count_1000m,osm_cafe_restaurant_nearest_1000m,has_cafe_restaurant_1000m,osm_fitness_sport_count_1000m,osm_fitness_sport_nearest_1000m,has_fitness_sport_1000m,osm_total_poi_count_1000m,infrastructure_score_1000m,log1p_osm_metro_count_1000m,log1p_osm_park_count_1000m,log1p_osm_school_count_1000m,log1p_osm_kindergarten_count_1000m,log1p_osm_hospital_clinic_count_1000m,log1p_osm_pharmacy_count_1000m,log1p_osm_supermarket_count_1000m,log1p_osm_public_transport_stop_count_1000m,log1p_osm_cafe_restaurant_count_1000m,log1p_osm_fitness_sport_count_1000m,log1p_osm_total_poi_count_1000m,osm_features_available,osm_radius_m
avito,7887530101,https://www.avito.ru/balashiha/kvartiry/4-k._kvartira_727_m_1919_et._7887530101?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:30:01,2026-06-06 12:33:51,15703200.0,216000.0,55.73386,38.00296,,,,,"мкр. Железнодорожный, пр-т Героев, ул. Автозаводская, стр. 611с2",4.0,0,72.7,15.7,35.5,0.21595598349381015,0.4883081155433287,19.0,19.0,1.0,last,0,1,,,0,2.7,monolith,flat,new_building,unknown,,gas,unknown,unknown,unknown,,0,unknown,finished,3.0,unknown,combined,1,0,1,1,0,1,1,25.5,2,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1071,161,missing,existing,existing,existing,0.0,,0.0,15.0,152.3,1.0,5.0,429.5,1.0,7.0,478.6,1.0,4.0,624.1,1.0,7.0,238.7,1.0,22.0,238.0,1.0,18.0,200.0,1.0,12.0,409.1,1.0,1.0,959.6,1.0,91.0,89.5,0.0,2.772588722239781,1.791759469228055,2.079441541679836,1.6094379124341005,2.079441541679836,3.1354942159291497,2.9444389791664403,2.5649493574615367,0.6931471805599453,4.5217885770490405,1,1000.0
avito,7913425958,https://www.avito.ru/ostrovtsy/kvartiry/4-k._kvartira_847_m_22_et._7913425958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:30:19,2026-06-06 12:33:51,8500000.0,100354.0,55.583678,38.006651,,,,,"Московская обл., г.о. Люберцы, д. Островцы, Совхозная ул., 2/2",4.0,0,84.7,12.0,42.8,0.14167650531286893,0.5053128689492326,2.0,2.0,1.0,last,0,1,2012.0,14.0,0,2.7,panel,flat,unknown,unknown,,electric,unknown,unknown,unknown,,0,no_repair,unknown,,free_sale,separate,0,1,1,0,0,0,0,,0,,0.0,0.0,none,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,900,128,existing,missing,existing,existing,0.0,,0.0,4.0,429.6,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,746.2,1.0,6.0,186.4,1.0,10.0,283.3,1.0,4.0,372.1,1.0,0.0,,0.0,25.0,24.5,0.0,1.6094379124341005,0.0,0.0,0.0,0.6931471805599453,1.9459101490553128,2.3978952727983707,1.6094379124341005,0.0,3.258096538021482,1,1000.0
avito,8205580082,https://www.avito.ru/kommunarka/kvartiry/4-k._kvartira_230_m_33_et._8205580082?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:30:37,2026-06-06 12:33:51,47000000.0,204348.0,55.57327948427294,37.45100585983277,,,,,"Москва, Новомосковский административный округ, р-н Коммунарка, д. Сосенки, Ольховая ул., 1",4.0,0,230.0,25.0,,0.10869565217391304,,3.0,3.0,1.0,last,0,1,2006.0,20.0,0,3.1,monolith_brick,flat,unknown,unknown,,central,unknown,unknown,none,,0,euro,unknown,,free_sale,combined,1,0,1,0,0,0,0,13.0,3,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,kitchen|sleeping,1,1,1,1,1,0,0,0,1,ac|dishwasher|fridge|washer|water_heater,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1517,205,existing,missing,existing,existing,8.0,675.9,1.0,16.0,120.1,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,832.9,1.0,5.0,160.2,1.0,23.0,267.5,1.0,6.0,316.5,1.0,1.0,647.4,1.0,60.0,93.0,2.19722457733622,2.833213344056216,0.0,0.0,0.0,1.0986122886681098,1.791759469228055,3.1780538303479458,1.9459101490553128,0.6931471805599453,4.110873864173311,1,1000.0
avito,4164219760,https://www.avito.ru/kolomna/kvartiry/4-k._kvartira_76_m_55_et._4164219760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:30:53,2026-06-06 12:33:51,6700000.0,88158.0,55.100948,38.77692,,,,,"Московская обл., Коломна, Ветеринарная ул., 2",4.0,0,76.0,8.0,50.5,0.10526315789473684,0.6644736842105263,5.0,5.0,1.0,last,0,1,1992.0,34.0,0,2.7,brick,flat,unknown,comfort,2.0,electric,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,separate,0,1,1,0,0,0,0,,0,,1.0,1.0,both,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,none,0,1,0,0,0,0,0,0,1,washer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,83,existing,missing,existing,existing,0.0,,0.0,28.0,233.1,1.0,2.0,869.1,1.0,2.0,559.6,1.0,4.0,419.5,1.0,2.0,287.7,1.0,11.0,124.2,1.0,31.0,231.1,1.0,16.0,114.8,1.0,0.0,,0.0,96.0,107.0,0.0,3.367295829986474,1.0986122886681098,1.0986122886681098,1.6094379124341005,1.0986122886681098,2.4849066497880004,3.4657359027997265,2.833213344056216,0.0,4.574710978503383,1,1000.0
avito,7854968954,https://www.avito.ru/balashiha/kvartiry/4-k._kvartira_682_m_722_et._7854968954?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:31:10,2026-06-06 12:33:51,16095200.0,236000.0,55.73608,38.00844,,,,,"мкр. Железнодорожный, пр-т Героев, ул. Автозаводская, корп. 410",4.0,0,68.2,19.6,31.1,0.2873900293255132,0.4560117302052786,7.0,22.0,0.3181818181818182,low,0,0,,,0,2.8,monolith,flat,new_building,unknown,,gas,unknown,unknown,unknown,,0,unknown,finished,3.0,unknown,combined,1,0,1,0,0,0,0,25.5,2,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1070,161,missing,existing,existing,existing,0.0,,0.0,20.0,237.6,1.0,4.0,238.6,1.0,10.0,220.4,1.0,7.0,462.5,1.0,19.0,342.0,1.0,39.0,294.2,1.0,24.0,278.1,1.0,23.0,144.6,1.0,2.0,575.6,1.0,147.0,133.5,0.0,3.044522437723423,1.6094379124341005,2.3978952727983707,2.079441541679836,2.995732273553991,3.688879454113936,3.218875824868201,3.1780538303479458,1.0986122886681098,4.997212273764115,1,1000.0
avito,4342004178,https://www.avito.ru/elektrostal/kvartiry/4-k._kvartira_816_m_89_et._4342004178?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:31:59,2026-06-06 12:33:51,9700000.0,118873.0,55.76731276132802,38.43954405767434,,,,,"Московская обл., Электросталь, ул. Победы, 6к4",4.0,0,81.6,6.5,,0.07965686274509805,,8.0,9.0,0.8888888888888888,high,0,0,1980.0,46.0,0,2.5,panel,flat,unknown,unknown,,electric,unknown,unknown,none,,0,cosmetic,unknown,,free_sale,separate,0,1,1,1,0,1,1,5.0,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,kitchen|sleeping,1,1,0,1,1,0,0,0,1,ac|fridge|washer|water_heater,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,2379,329,existing,missing,existing,existing,0.0,,0.0,8.0,193.6,1.0,3.0,765.9,1.0,12.0,106.9,1.0,3.0,236.0,1.0,19.0,324.8,1.0,24.0,187.2,1.0,26.0,278.5,1.0,7.0,423.3,1.0,2.0,446.3,1.0,104.0,93.5,0.0,2.19722457733622,1.3862943611198906,2.5649493574615367,1.3862943611198906,2.995732273553991,3.218875824868201,3.295836866004329,2.079441541679836,1.0986122886681098,4.653960350157523,1,1000.0
avito,8161671009,https://www.avito.ru/kokoshkino/kvartiry/4-k._kvartira_1244_m_26_et._8161671009?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:32:18,2026-06-06 12:33:51,33085080.0,265957.0,55.62202,37.12848,,,,,"д. Ликино, стр. 2",4.0,0,124.4,9.8,52.3,0.07877813504823152,0.42041800643086813,2.0,6.0,0.3333333333333333,middle,0,0,,,0,3.3,monolith_brick,flat,new_building,premium,4.0,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,ddu,combined,1,0,1,1,1,2,1,10.0,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,782,107,missing,existing,existing,existing,0.0,,0.0,9.0,85.7,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,494.5,1.0,4.0,320.8,1.0,3.0,450.0,1.0,0.0,,0.0,17.0,23.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.6931471805599453,1.6094379124341005,1.3862943611198906,0.0,2.8903717578961645,1,1000.0
avito,7659783212,https://www.avito.ru/naro-fominsk/kvartiry/4-k._kvartira_83_m_99_et._7659783212?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:32:34,2026-06-06 12:33:51,10300000.0,124096.0,55.384549,36.723785,,,,,"Московская обл., Наро-Фоминский г.о., Наро-Фоминск, ул. Маршала Г.К. Жукова, 8",4.0,0,83.0,10.0,60.0,0.12048192771084337,0.7228915662650602,9.0,9.0,1.0,last,0,1,1985.0,41.0,0,3.0,panel,flat,unknown,unknown,,unknown,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,separate,0,1,1,1,0,1,1,,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,kitchen,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,521,78,existing,missing,existing,existing,0.0,,0.0,37.0,138.8,1.0,6.0,378.3,1.0,7.0,318.7,1.0,10.0,296.2,1.0,25.0,215.8,1.0,31.0,12.6,1.0,27.0,114.7,1.0,29.0,112.6,1.0,5.0,226.4,1.0,177.0,167.5,0.0,3.6375861597263857,1.9459101490553128,2.079441541679836,2.3978952727983707,3.258096538021482,3.4657359027997265,3.332204510175204,3.4011973816621555,1.791759469228055,5.181783550292085,1,1000.0
avito,2658047522,https://www.avito.ru/podolsk/kvartiry/4-k._kvartira_927_m_114_et._2658047522?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:32:52,2026-06-06 12:33:51,10990000.0,118554.0,55.415615,37.478621,,,,,"Московская обл., Подольск, ул. Академика Доллежаля, 34",4.0,0,92.7,10.2,63.7,0.11003236245954691,0.6871628910463862,1.0,14.0,0.07142857142857142,first,1,0,2011.0,15.0,0,2.6,panel,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,separate,0,1,1,1,1,2,1,,0,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,kitchen,0,0,0,0,0,0,0,0,0,none,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,694,89,existing,missing,existing,existing,0.0,,0.0,13.0,375.5,1.0,8.0,156.6,1.0,13.0,98.4,1.0,5.0,513.0,1.0,8.0,352.9,1.0,16.0,160.9,1.0,15.0,133.6,1.0,8.0,488.5,1.0,1.0,996.7,1.0,87.0,87.0,0.0,2.6390573296152584,2.19722457733622,2.6390573296152584,1.791759469228055,2.19722457733622,2.833213344056216,2.772588722239781,2.19722457733622,0.6931471805599453,4.477336814478207,1,1000.0
avito,7751724675,https://www.avito.ru/istra/kvartiry/4-k._kvartira_1023_m_415_et._7751724675?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:33:12,2026-06-06 12:33:51,15000000.0,146628.0,55.91458,36.868243,,,,,"Московская обл., Истра, ул. Шнырёва, 4",4.0,0,102.3,10.0,62.9,0.09775171065493646,0.6148582600195504,4.0,15.0,0.26666666666666666,low,0,0,,,0,,brick,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,euro,unknown,,free_sale,separate,1,1,2,1,1,2,1,,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,119,existing,missing,existing,missing,0.0,,0.0,75.0,225.5,1.0,5.0,456.3,1.0,10.0,382.4,1.0,12.0,157.6,1.0,15.0,115.9,1.0,34.0,19.2,1.0,22.0,58.8,1.0,44.0,72.7,1.0,1.0,697.8,1.0,218.0,240.5,0.0,4.330733340286331,1.791759469228055,2.3978952727983707,2.5649493574615367,2.772588722239781,3.555348061489413,3.1354942159291497,3.80666248977032,0.6931471805599453,5.389071729816501,1,1000.0
avito,7577519811,https://www.avito.ru/schelkovo/kvartiry/4-k._kvartira_1319_m_1320_et._7577519811?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:33:45,2026-06-06 12:33:51,21104000.0,160000.0,55.92219,37.99425,,,,,"ул. Советская, д. 60",4.0,0,131.9,24.2,56.4,0.1834723275208491,0.4275966641394996,13.0,20.0,0.65,middle,0,0,,,0,3.3,monolith_brick,flat,unknown,comfort,2.0,individual,unknown,unknown,unknown,,0,no_repair,no_finish,0.0,dkp,combined,1,0,1,2,2,4,1,10.0,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,storage,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2444,329,description,existing,existing,existing,0.0,,0.0,33.0,59.6,1.0,9.0,518.9,1.0,13.0,119.5,1.0,15.0,153.9,1.0,32.0,106.4,1.0,51.0,168.4,1.0,31.0,277.9,1.0,37.0,159.5,1.0,5.0,415.9,1.0,226.0,201.0,0.0,3.5263605246161616,2.302585092994046,2.6390573296152584,2.772588722239781,3.49650756146648,3.951243718581428,3.4657359027997265,3.6375861597263857,1.791759469228055,5.424950017481403,1,1000.0
avito,7940433389,https://www.avito.ru/vidnoe/kvartiry/4-k._kvartira_888_m_524_et._7940433389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:33:59,2026-06-06 12:33:51,16300000.0,183559.0,55.527107,37.717465,,,,,"Московская обл., Ленинский г.о., д. Сапроново, Донская ул., 5",4.0,0,88.8,12.2,68.8,0.13738738738738737,0.7747747747747747,5.0,24.0,0.20833333333333334,low,0,0,2024.0,2.0,0,,monolith,flat,new_building,comfort,2.0,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,mixed,1,1,2,2,1,3,1,12.5,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1536,232,existing,missing,existing,missing,0.0,,0.0,13.0,578.8,1.0,3.0,589.5,1.0,4.0,122.7,1.0,1.0,662.1,1.0,3.0,641.5,1.0,4.0,509.5,1.0,3.0,69.4,1.0,3.0,410.0,1.0,0.0,,0.0,34.0,42.5,0.0,2.6390573296152584,1.3862943611198906,1.6094379124341005,0.6931471805599453,1.3862943611198906,1.6094379124341005,1.3862943611198906,1.3862943611198906,0.0,3.555348061489413,1,1000.0
avito,8031177433,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/4-k._kvartira_815_m_1417_et._8031177433?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:34:17,2026-06-06 12:33:51,18350000.0,225153.0,55.87336,37.393946,,,,,"Московская обл., г.о. Красногорск, пгт. Путилково, Спасо-Тушинский б-р, 9",4.0,0,81.5,22.0,56.0,0.26993865030674846,0.6871165644171779,14.0,17.0,0.8235294117647058,high,0,0,2014.0,12.0,0,2.8,panel,flat,unknown,unknown,,unknown,unknown,unknown,none,,0,euro,unknown,,free_sale,separate,0,1,1,1,1,2,1,31.0,3,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,kitchen|sleeping,1,1,1,1,0,0,0,0,1,ac|dishwasher|fridge|washer,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,537,73,existing,missing,existing,existing,0.0,,0.0,17.0,461.0,1.0,4.0,291.1,1.0,9.0,107.0,1.0,6.0,243.8,1.0,11.0,172.9,1.0,24.0,159.7,1.0,10.0,251.4,1.0,23.0,366.7,1.0,4.0,381.4,1.0,108.0,92.5,0.0,2.8903717578961645,1.6094379124341005,2.302585092994046,1.9459101490553128,2.4849066497880004,3.218875824868201,2.3978952727983707,3.1780538303479458,1.6094379124341005,4.691347882229144,1,1000.0
avito,4016009979,https://www.avito.ru/luhovitsy/kvartiry/4-k._kvartira_619_m_25_et._4016009979?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:34:35,2026-06-06 12:33:51,6150000.0,99354.0,54.943023,39.037117,,,,,"Московская обл., Луховицы, ул. Жуковского, 37",4.0,0,61.9,7.0,,0.11308562197092084,,2.0,5.0,0.4,middle,0,0,1974.0,52.0,0,,brick,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,combined,1,0,1,0,0,0,0,,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,kitchen,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,903,118,existing,missing,existing,missing,0.0,,0.0,6.0,613.4,1.0,3.0,181.9,1.0,4.0,502.2,1.0,3.0,580.2,1.0,7.0,585.3,1.0,7.0,90.9,1.0,5.0,73.6,1.0,2.0,972.3,1.0,1.0,930.5,1.0,38.0,37.5,0.0,1.9459101490553128,1.3862943611198906,1.6094379124341005,1.3862943611198906,2.079441541679836,2.079441541679836,1.791759469228055,1.0986122886681098,0.6931471805599453,3.6635616461296463,1,1000.0
avito,8031982536,https://www.avito.ru/kashira/kvartiry/4-k._kvartira_785_m_33_et._8031982536?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:34:52,2026-06-06 12:33:51,5450000.0,69427.0,54.817485,38.120575,,,,,"Московская обл., г.о. Кашира, д. Лиды, Иваньковское ш., 12",4.0,0,78.5,15.0,52.0,0.1910828025477707,0.6624203821656051,3.0,3.0,1.0,last,0,1,1990.0,36.0,0,,brick,flat,unknown,unknown,,unknown,unknown,unknown,unknown,,0,cosmetic,turnkey,4.0,free_sale,separate,0,1,1,0,0,0,0,,0,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,storage,0,0,0,0,0,0,0,0,0,none,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,162,existing,description,existing,missing,0.0,,0.0,19.0,143.1,1.0,1.0,141.1,1.0,0.0,,0.0,1.0,629.8,1.0,0.0,,0.0,1.0,215.8,1.0,3.0,180.2,1.0,0.0,,0.0,0.0,,0.0,25.0,44.0,0.0,2.995732273553991,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,0.0,0.0,3.258096538021482,1,1000.0
avito,4221859911,https://www.avito.ru/ozery/kvartiry/4-k._kvartira_785_m_45_et._4221859911?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6Vm5rUnptZzF0TlB2dTlKIjt9SnmQST8AAAA,2026-06-08 23:35:10,2026-06-06 12:33:51,6000000.0,76433.0,54.851671,38.518628,,,,,"Московская обл., г.о. Коломна, Озёры, мкр-н имени Маршала Катукова, 12",4.0,0,78.5,6.1,54.5,0.07770700636942675,0.6942675159235668,4.0,5.0,0.8,high,0,0,1982.0,44.0,0,,panel,flat,unknown,unknown,,unknown,unknown,unknown,unknown,,0,no_repair,unknown,,free_sale,separate,0,1,1,0,0,0,0,,0,,1.0,1.0,both,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,existing,missing,existing,missing,0.0,,0.0,13.0,411.0,1.0,2.0,232.9,1.0,3.0,309.7,1.0,0.0,,0.0,3.0,46.7,1.0,12.0,116.6,1.0,21.0,78.3,1.0,2.0,440.8,1.0,0.0,,0.0,56.0,65.5,0.0,2.6390573296152584,1.0986122886681098,1.3862943611198906,0.0,1.3862943611198906,2.5649493574615367,3.091042453358316,1.0986122886681098,0.0,4.04305126783455,1,1000.0
