source,source_listing_id,url,parsed_at,link_collected_at,price_rub,price_m2_rub,lat,lon,region,okrug,settlement,street,address,rooms,is_studio,total_area_m2,kitchen_area_m2,living_area_m2,kitchen_area_share,living_area_share,floor,floors_total,floor_ratio,floor_group,is_first_floor,is_last_floor,house_year,house_age,is_new_building_year,ceiling_height_m,house_type,property_format,housing_market,housing_class,housing_class_rank,heating_type,overlap_type,gas_supply_type,redevelopment_status,ownership_share_fraction,is_share_sale,repair_type,finish_type,finish_rank,sale_type,bathroom_type,bathroom_combined_count,bathroom_separate_count,bathroom_total_count,passenger_elevator_count,freight_elevator_count,elevator_total_count,has_elevator,metro_min_listed,metro_count_listed,mkad_distance_km,balcony_count,loggia_count,balcony_loggia_type,is_apartment_format,is_penthouse_format,has_balcony,has_loggia,windows_yard,windows_street,windows_park_or_forest,windows_water,windows_sunny,windows_panoramic,windows_two_sides,windows_quiet,windows_view_count,parking_underground,parking_surface,parking_multilevel,parking_yard,parking_open_yard,parking_barrier,parking_guest,yard_closed,yard_playground,yard_sportground,yard_no_cars,yard_barrier,has_furniture,has_kitchen_furniture,has_wardrobe_storage,has_sleeping_places,furniture_set,has_fridge,has_washer,has_dishwasher,has_ac,has_water_heater,has_oven,has_cooktop,has_hood,has_appliances,appliances_set,mortgage_possible,one_owner,no_encumbrance,quick_deal,has_warm_floor,is_emergency_house,has_ramp,has_minor_owners,maternity_capital_used,has_garbage_chute,has_concierge,entrance_clean,entrance_needs_repair,has_security,has_storage_room,has_mall_nearby_text,has_park_nearby_text,has_school_nearby_text,has_kindergarten_nearby_text,description_len_chars,description_len_words,repair_source,finish_source,house_type_source,ceiling_height_source,osm_metro_count_1000m,osm_metro_nearest_1000m,has_metro_1000m,osm_park_count_1000m,osm_park_nearest_1000m,has_park_1000m,osm_school_count_1000m,osm_school_nearest_1000m,has_school_1000m,osm_kindergarten_count_1000m,osm_kindergarten_nearest_1000m,has_kindergarten_1000m,osm_hospital_clinic_count_1000m,osm_hospital_clinic_nearest_1000m,has_hospital_clinic_1000m,osm_pharmacy_count_1000m,osm_pharmacy_nearest_1000m,has_pharmacy_1000m,osm_supermarket_count_1000m,osm_supermarket_nearest_1000m,has_supermarket_1000m,osm_public_transport_stop_count_1000m,osm_public_transport_stop_nearest_1000m,has_public_transport_stop_1000m,osm_cafe_restaurant_count_1000m,osm_cafe_restaurant_nearest_1000m,has_cafe_restaurant_1000m,osm_fitness_sport_count_1000m,osm_fitness_sport_nearest_1000m,has_fitness_sport_1000m,osm_total_poi_count_1000m,infrastructure_score_1000m,log1p_osm_metro_count_1000m,log1p_osm_park_count_1000m,log1p_osm_school_count_1000m,log1p_osm_kindergarten_count_1000m,log1p_osm_hospital_clinic_count_1000m,log1p_osm_pharmacy_count_1000m,log1p_osm_supermarket_count_1000m,log1p_osm_public_transport_stop_count_1000m,log1p_osm_cafe_restaurant_count_1000m,log1p_osm_fitness_sport_count_1000m,log1p_osm_total_poi_count_1000m,osm_features_available,osm_radius_m,address_exact,address_zone,residential_complex,building_key,metro_primary,geo_cell_2000m,geo_cell_1000m,geo_cell_500m,geo_cell_200m,listing_density_250m,listing_density_500m,listing_density_1000m,listing_density_2000m,listing_density_5000m,listing_density_10000m,nearest_listing_distance_m,ext_cafe_restaurant_count_250m,ext_cafe_restaurant_count_500m,ext_cafe_restaurant_count_750m,ext_fitness_sport_count_250m,ext_fitness_sport_count_500m,ext_fitness_sport_count_750m,ext_hospital_clinic_count_250m,ext_hospital_clinic_count_500m,ext_hospital_clinic_count_750m,ext_kindergarten_count_250m,ext_kindergarten_count_500m,ext_kindergarten_count_750m,ext_metro_count_250m,ext_metro_count_500m,ext_metro_count_750m,ext_park_count_250m,ext_park_count_500m,ext_park_count_750m,ext_pharmacy_count_250m,ext_pharmacy_count_500m,ext_pharmacy_count_750m,ext_public_transport_stop_count_250m,ext_public_transport_stop_count_500m,ext_public_transport_stop_count_750m,ext_school_count_250m,ext_school_count_500m,ext_school_count_750m,ext_supermarket_count_250m,ext_supermarket_count_500m,ext_supermarket_count_750m,ext_total_poi_count_250m,ext_total_poi_count_500m,ext_total_poi_count_750m,distance_to_moscow_center_km,approx_mkad_distance_km,inside_approx_mkad,center_bearing_sin,center_bearing_cos
cian,331029257,https://www.cian.ru/sale/flat/331029257/,2026-06-13 01:12:10,2026-06-13 00:24:23,4200000.0,110526.0,55.6419922,38.087025,Московская область,Раменский муниципальный округ,Быково пгт,ул. Щорса,"Московская область, Раменский муниципальный округ, Быково пгт, ул. Щорса, 4А",1.0,0,38.0,13.0,16.0,0.3421052631578947,0.4210526315789473,11.0,16.0,0.6875,high,0,0,2016.0,10.0,0,2.7,monolith,flat,resale,unknown,,central,reinforced_concrete,unknown,none,,0,modern,unknown,,free_sale,combined,1,0,1,1,1,2,1,5.0,3,20.0,1.0,0.0,balcony,0,0,1,0,1,0,1,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,general,0,0,0,0,0,0,0,0,1,general,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,622,86,description,missing,existing,existing,0.0,,0.0,3.0,583.1,1.0,1.0,891.3,1.0,0.0,,0.0,0.0,,0.0,1.0,29.3,1.0,3.0,0.0,1.0,8.0,103.4,1.0,0.0,,0.0,0.0,,0.0,16.0,18.5,0.0,1.3862943611198906,0.6931471805599453,0.0,0.0,0.6931471805599453,1.3862943611198906,2.19722457733622,0.0,0.0,2.833213344056216,1,1000.0,"московская область, раменский муниципальный округ, быково пгт, ул. щорса, 4а","московская область, раменский муниципальный округ, быково пгт",unknown,4а,быково (5 мин.),2782_1904,5564_3808,11128_7617,27820_19043,3.0,3.0,3.0,6.0,64.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,6.0,9.0,31.779242909987136,14.579242909987137,0.0,0.9253379688253793,-0.37914330199823043
cian,330619337,https://www.cian.ru/sale/flat/330619337/,2026-06-13 01:12:25,2026-06-13 00:24:23,4850000.0,234300.0,55.8208145,37.9719007,Московская область,Балашиха,мкр. Балашиха-2,ул. 40 лет Победы,"Московская область, Балашиха, мкр. Балашиха-2, ул. 40 лет Победы, 9",1.0,0,20.7,6.0,10.7,0.2898550724637681,0.5169082125603864,8.0,9.0,0.8888888888888888,high,0,0,1984.0,42.0,0,2.6,brick,flat,resale,unknown,,central,reinforced_concrete,central,none,,0,cosmetic,unknown,,free_sale,combined,1,0,1,1,0,1,1,14.0,3,10.0,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,1,0,0,0,0,1,ac,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,990,130,existing,missing,existing,existing,0.0,,0.0,17.0,144.4,1.0,6.0,122.9,1.0,5.0,347.9,1.0,4.0,446.1,1.0,10.0,199.7,1.0,28.0,0.0,1.0,16.0,227.0,1.0,18.0,69.1,1.0,4.0,191.6,1.0,108.0,98.0,0.0,2.8903717578961645,1.9459101490553128,1.791759469228055,1.6094379124341005,2.3978952727983707,3.367295829986474,2.833213344056216,2.9444389791664403,1.6094379124341005,4.691347882229144,1,1000.0,"московская область, балашиха, мкр. балашиха-2, ул. 40 лет победы, 9","московская область, балашиха",unknown,9,щелковская (17 мин.),2791_1898,5582_3797,11164_7594,27910_18985,1.0,4.0,9.0,69.0,181.0,451.0,181.22793252912527,3.0,10.0,17.0,2.0,3.0,4.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,7.0,11.0,1.0,5.0,8.0,1.0,6.0,11.0,1.0,2.0,3.0,4.0,16.0,21.0,16.0,54.0,80.0,23.41533090928996,6.2153309092899605,0.0,0.9430037388311998,0.33278213376078086
cian,329565535,https://www.cian.ru/sale/flat/329565535/,2026-06-13 01:12:38,2026-06-13 00:24:23,7077551.0,204082.0,55.8163553,37.2121257,Московская область,Красногорск,мкр. Опалиха,Аникеевский жилой комплекс,"Московская область, Красногорск, мкр. Опалиха, Аникеевский жилой комплекс",1.0,0,34.68,11.4,15.3,0.328719723183391,0.4411764705882353,2.0,14.0,0.1428571428571428,low,0,0,2027.0,-1.0,1,2.72,monolith,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,free_sale,unknown,0,0,0,2,2,4,1,11.0,3,15.0,0.0,0.0,none,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,187,28,missing,existing,existing,existing,0.0,,0.0,11.0,206.7,1.0,1.0,520.6,1.0,2.0,136.1,1.0,0.0,,0.0,0.0,,0.0,5.0,0.0,1.0,4.0,125.3,1.0,0.0,,0.0,0.0,,0.0,23.0,34.0,0.0,2.4849066497880004,0.6931471805599453,1.0986122886681098,0.0,0.0,1.791759469228055,1.6094379124341005,0.0,0.0,3.1780538303479458,1,1000.0,"московская область, красногорск, мкр. опалиха, аникеевский жилой комплекс","московская область, красногорск, мкр. опалиха",unknown,unknown,аникеевка (21 мин.),2790_1860,5581_3721,11163_7442,27908_18606,29.0,67.0,103.0,103.0,182.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,2.0,4.0,5.0,6.0,10.0,19.0,26.41596928311231,9.215969283112312,0.0,-0.960900083536831,0.2768953402621849
cian,330114673,https://www.cian.ru/sale/flat/330114673/,2026-06-13 01:12:53,2026-06-13 00:24:23,8150000.0,322134.0,55.768019,37.243939,Московская область,Красногорск городской округ,Глухово деревня,ул. Романовская,"Московская область, Красногорск городской округ, Глухово деревня, ул. Романовская, 23",1.0,0,25.3,9.0,10.0,0.3557312252964427,0.3952569169960474,8.0,8.0,1.0,last,0,1,2024.0,2.0,0,2.6,unknown,flat,resale,unknown,,gas,unknown,unknown,none,,0,designer,unknown,,free_sale,combined,1,0,1,1,1,2,1,14.0,3,11.0,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,general,0,0,0,0,0,0,0,0,0,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1520,217,existing,missing,missing,existing,0.0,,0.0,13.0,403.5,1.0,2.0,312.3,1.0,4.0,324.8,1.0,4.0,541.2,1.0,10.0,131.6,1.0,11.0,0.0,1.0,17.0,260.0,1.0,16.0,405.2,1.0,1.0,466.8,1.0,78.0,69.0,0.0,2.6390573296152584,1.0986122886681098,1.6094379124341005,1.6094379124341005,2.3978952727983707,2.4849066497880004,2.8903717578961645,2.833213344056216,0.6931471805599453,4.3694478524670215,1,1000.0,"московская область, красногорск городской округ, глухово деревня, ул. романовская, 23","московская область, красногорск городской округ, глухово деревня",unknown,23,павшино (14 мин.),2788_1862,5576_3724,11153_7448,27884_18621,4.0,7.0,13.0,48.0,62.0,455.0,48.343414519004966,0.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,2.0,5.0,0.0,4.0,11.0,0.0,1.0,2.0,1.0,3.0,8.0,2.0,16.0,48.0,23.503920202960156,6.303920202960157,0.0,-0.9966279328841383,0.08205341793666819
cian,328782523,https://www.cian.ru/sale/flat/328782523/,2026-06-13 01:13:06,2026-06-13 00:24:23,6800000.0,191280.0,55.945665,37.769531,Московская область,Мытищи,"мкр. 2, 3",ул. Мира,"Московская область, Мытищи, мкр. 2, 3, ул. Мира",1.0,0,35.55,10.2,11.3,0.2869198312236287,0.3178621659634318,2.0,8.0,0.25,low,0,0,2026.0,0.0,1,2.7,monolith,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,no_repair,no_finish,0.0,assignment,combined,1,0,1,1,1,2,1,12.0,3,5.0,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,852,122,description,existing,existing,existing,0.0,,0.0,7.0,59.0,1.0,1.0,943.0,1.0,3.0,121.9,1.0,2.0,548.4,1.0,4.0,15.4,1.0,4.0,252.5,1.0,10.0,553.9,1.0,1.0,128.0,1.0,1.0,391.1,1.0,33.0,36.0,0.0,2.079441541679836,0.6931471805599453,1.3862943611198906,1.0986122886681098,1.6094379124341005,1.6094379124341005,2.3978952727983707,0.6931471805599453,0.6931471805599453,3.5263605246161616,1,1000.0,"московская область, мытищи, мкр. 2, 3, ул. мира","московская область, мытищи, ул. мира",unknown,unknown,медведково (12 мин.),2797_1888,5594_3776,11189_7553,27972_18884,9.0,27.0,30.0,30.0,241.0,827.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,6.0,6.0,3.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,13.0,23.0,23.58683356175136,6.386833561751359,0.0,0.3989099780674806,0.9169900923119083
cian,325482920,https://www.cian.ru/sale/flat/325482920/,2026-06-13 01:13:18,2026-06-13 00:24:23,6526338.0,177250.0,55.83702437586082,37.92464395253702,Московская область,Балашиха,ул. Дмитриева,11,"Московская область, Балашиха, ул. Дмитриева, 11",1.0,0,36.82,12.0,14.4,0.3259098316132536,0.3910917979359044,14.0,17.0,0.8235294117647058,high,0,0,2027.0,-1.0,1,,monolith,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,free_sale,unknown,0,0,0,0,0,0,0,21.0,3,6.0,0.0,0.0,none,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,197,30,missing,existing,existing,missing,0.0,,0.0,1.0,173.4,1.0,2.0,465.5,1.0,7.0,192.8,1.0,2.0,450.0,1.0,6.0,311.7,1.0,14.0,299.8,1.0,15.0,305.6,1.0,16.0,302.8,1.0,1.0,707.7,1.0,64.0,45.0,0.0,0.6931471805599453,1.0986122886681098,2.079441541679836,1.0986122886681098,1.9459101490553128,2.70805020110221,2.772588722239781,2.833213344056216,0.6931471805599453,4.174387269895637,1,1000.0,"московская область, балашиха, ул. дмитриева, 11","московская область, балашиха, ул. дмитриева",unknown,unknown,щелковская (21 мин.),2791_1896,5583_3792,11167_7584,27918_18962,3.0,9.0,16.0,69.0,157.0,303.0,0.0,0.0,3.0,13.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,2.0,14.0,0.0,1.0,1.0,0.0,5.0,13.0,2.0,18.0,56.0,21.386745413437886,4.186745413437887,0.0,0.8940492234515294,0.4479687333349474
cian,330476978,https://www.cian.ru/sale/flat/330476978/,2026-06-13 01:13:32,2026-06-13 00:24:23,10500000.0,294944.0,55.7720166,37.2313628,Московская область,Красногорск городской округ,Ильинское-Усово поселок,ул. Заповедная,"Московская область, Красногорск городской округ, Ильинское-Усово поселок, ул. Заповедная, 22",1.0,0,35.6,16.5,,0.4634831460674157,,6.0,10.0,0.6,middle,0,0,2025.0,1.0,0,,unknown,flat,resale,comfort,2.0,gas,unknown,unknown,none,,0,unknown,unknown,,free_sale,combined,1,0,1,0,0,0,0,16.0,3,13.0,1.0,0.0,balcony,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,none,0,1,0,0,0,0,0,0,1,washer,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1886,248,missing,missing,missing,missing,0.0,,0.0,20.0,251.8,1.0,2.0,602.8,1.0,3.0,0.0,1.0,2.0,564.4,1.0,10.0,187.3,1.0,15.0,233.5,1.0,17.0,121.7,1.0,7.0,212.5,1.0,1.0,938.8,1.0,77.0,84.0,0.0,3.044522437723423,1.0986122886681098,1.3862943611198906,1.0986122886681098,2.3978952727983707,2.772588722239781,2.8903717578961645,2.079441541679836,0.6931471805599453,4.356708826689592,1,1000.0,"московская область, красногорск городской округ, ильинское-усово поселок, ул. заповедная, 22","московская область, красногорск городской округ, ильинское-усово поселок",unknown,22,павшино (16 мин.),2788_1861,5577_3723,11154_7446,27886_18615,1.0,3.0,26.0,54.0,64.0,358.0,244.548322067751,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,5.0,6.0,1.0,6.0,7.0,0.0,0.0,1.0,2.0,5.0,6.0,7.0,23.0,34.0,24.325292580208448,7.125292580208448,0.0,-0.9952125827604424,0.0977338995195096
cian,330925978,https://www.cian.ru/sale/flat/330925978/,2026-06-13 01:13:46,2026-06-13 00:24:23,7500000.0,258621.0,55.8950619,37.4421641,Московская область,Химки,мкр. Старые Химки,ул. Энгельса,"Московская область, Химки, мкр. Старые Химки, ул. Энгельса, 7/15",1.0,0,29.0,9.0,15.0,0.3103448275862069,0.5172413793103449,13.0,18.0,0.7222222222222222,high,0,0,2006.0,20.0,0,2.7,brick,apartments,resale,comfort,2.0,individual,reinforced_concrete,central,unknown,,0,cosmetic,unknown,,free_sale,combined,1,0,1,1,1,2,1,8.0,3,10.0,0.0,0.0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,kitchen,1,1,0,0,0,0,0,0,1,fridge|washer,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,110,existing,missing,existing,existing,0.0,,0.0,16.0,385.0,1.0,5.0,300.7,1.0,15.0,268.6,1.0,11.0,343.4,1.0,30.0,144.1,1.0,49.0,88.3,1.0,40.0,159.2,1.0,59.0,126.4,1.0,1.0,956.3,1.0,225.0,167.0,0.0,2.833213344056216,1.791759469228055,2.772588722239781,2.4849066497880004,3.4339872044851463,3.912023005428146,3.713572066704308,4.0943445622221,0.6931471805599453,5.420534999272286,1,1000.0,"московская область, химки, мкр. старые химки, ул. энгельса, 7/15","московская область, химки, мкр. старые химки",unknown,7/15,химки (8 мин.),2794_1872,5589_3744,11179_7488,27947_18721,1.0,4.0,10.0,66.0,191.0,393.0,63.5716154672813,3.0,16.0,40.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,9.0,25.0,2.0,13.0,26.0,0.0,1.0,2.0,5.0,16.0,29.0,14.0,66.0,146.0,19.415275551530648,2.215275551530649,0.0,-0.5660190354542148,0.8243921709377644
cian,285450791,https://www.cian.ru/sale/flat/285450791/,2026-06-13 01:13:59,2026-06-13 00:24:23,8722845.0,231375.0,55.651527,37.1246643,Московская область,Одинцовский городской округ,Перхушково село,Равновесие микрорайон,"Московская область, Одинцовский городской округ, Перхушково село, Равновесие микрорайон, 5",1.0,0,37.7,,14.9,,0.3952254641909814,5.0,6.0,0.8333333333333334,high,0,0,2025.0,1.0,0,2.7,monolith,flat,new_building,comfort,2.0,electric,unknown,unknown,unknown,,0,unknown,no_finish,0.0,free_sale,unknown,0,0,0,0,0,0,0,18.0,3,18.0,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1202,166,missing,existing,existing,existing,0.0,,0.0,11.0,757.7,1.0,0.0,,0.0,1.0,551.0,1.0,0.0,,0.0,1.0,60.5,1.0,1.0,201.6,1.0,6.0,748.2,1.0,1.0,107.1,1.0,0.0,,0.0,21.0,30.5,0.0,2.4849066497880004,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.9459101490553128,0.6931471805599453,0.0,3.091042453358316,1,1000.0,"московская область, одинцовский городской округ, перхушково село, равновесие микрорайон, 5","московская область, одинцовский городской округ, перхушково село",unknown,5,одинцово (18 мин.),2782_1856,5565_3712,11130_7424,27825_18562,34.0,37.0,37.0,38.0,131.0,315.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,5.0,32.86525784123641,15.665257841236407,0.0,-0.9425651180079876,-0.3340224518121326
cian,329655189,https://www.cian.ru/sale/flat/329655189/,2026-06-13 01:14:13,2026-06-13 00:24:23,3730000.0,124333.0,55.160416,37.4215229,Московская область,Чехов,Венюково микрорайон,ул. Комсомольская,"Московская область, Чехов, Венюково микрорайон, ул. Комсомольская, 8",1.0,0,30.0,5.8,16.8,0.1933333333333333,0.56,2.0,5.0,0.4,middle,0,0,1975.0,51.0,0,,monolith,flat,resale,business,3.0,central,reinforced_concrete,central,unknown,,0,cosmetic,unknown,,free_sale,combined,1,0,1,0,0,0,0,1.0,0,54.0,1.0,0.0,balcony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,general,0,0,0,0,0,0,0,0,1,general,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1416,222,existing,missing,existing,missing,0.0,,0.0,3.0,615.4,1.0,1.0,822.7,1.0,5.0,750.3,1.0,2.0,483.6,1.0,8.0,47.7,1.0,15.0,0.0,1.0,8.0,26.0,1.0,0.0,,0.0,0.0,,0.0,42.0,41.0,0.0,1.3862943611198906,0.6931471805599453,1.791759469228055,1.0986122886681098,2.19722457733622,2.772588722239781,2.19722457733622,0.0,0.0,3.7612001156935615,1,1000.0,"московская область, чехов, венюково микрорайон, ул. комсомольская, 8","московская область, чехов, венюково микрорайон",unknown,8,unknown,2758_1871,5516_3742,11032_7484,27580_18710,1.0,1.0,6.0,6.0,26.0,26.0,97.68159665574716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,4.0,7.0,6.0,8.0,20.0,66.85975752904841,49.659757529048406,0.0,-0.18707804007043582,-0.982345054918792
cian,329215737,https://www.cian.ru/sale/flat/329215737/,2026-06-13 01:14:27,2026-06-13 00:24:23,8700000.0,271875.0,55.7675841,37.2403983,Московская область,Красногорск городской округ,Глухово деревня,ул. Романовская,"Московская область, Красногорск городской округ, Глухово деревня, ул. Романовская, 15",1.0,0,32.0,10.0,16.0,0.3125,0.5,6.0,8.0,0.75,high,0,0,2021.0,5.0,0,,monolith,flat,resale,unknown,,central,reinforced_concrete,unknown,unknown,,0,euro,unknown,,free_sale,combined,1,0,1,0,1,1,1,14.0,3,11.0,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,storage,0,0,0,0,0,0,0,0,1,general,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,745,104,existing,missing,existing,missing,0.0,,0.0,18.0,331.5,1.0,2.0,227.5,1.0,4.0,228.8,1.0,3.0,669.0,1.0,11.0,104.9,1.0,15.0,226.7,1.0,18.0,132.0,1.0,19.0,628.5,1.0,1.0,616.0,1.0,91.0,83.5,0.0,2.9444389791664403,1.0986122886681098,1.6094379124341005,1.3862943611198906,2.4849066497880004,2.772588722239781,2.9444389791664403,2.995732273553991,0.6931471805599453,4.5217885770490405,1,1000.0,"московская область, красногорск городской округ, глухово деревня, ул. романовская, 15","московская область, красногорск городской округ, глухово деревня",unknown,15,опалиха (18 мин.),2788_1862,5576_3724,11153_7448,27883_18620,7.0,8.0,13.0,53.0,60.0,436.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,2.0,7.0,3.0,6.0,12.0,1.0,1.0,2.0,1.0,2.0,4.0,7.0,15.0,46.0,23.721131658244285,6.521131658244286,0.0,-0.996849671080684,0.07931414291494374
cian,326345060,https://www.cian.ru/sale/flat/326345060/,2026-06-13 01:14:40,2026-06-13 00:24:23,7909548.0,239974.0,55.7256297,37.3272255,Московская область,Одинцовский городской округ,Притяжение Сити жилой комплекс,,"Московская область, Одинцовский городской округ, Притяжение Сити жилой комплекс",1.0,0,32.96,10.9,14.3,0.3307038834951456,0.4338592233009709,2.0,14.0,0.1428571428571428,low,0,0,2028.0,-2.0,1,2.95,monolith,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,free_sale,unknown,0,0,0,0,0,0,0,5.0,3,8.0,0.0,0.0,none,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,189,29,missing,existing,existing,existing,0.0,,0.0,14.0,525.3,1.0,1.0,503.8,1.0,2.0,0.0,1.0,1.0,625.5,1.0,1.0,832.4,1.0,6.0,77.2,1.0,3.0,165.7,1.0,3.0,53.7,1.0,1.0,395.3,1.0,32.0,41.5,0.0,2.70805020110221,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.9459101490553128,1.3862943611198906,1.3862943611198906,0.6931471805599453,3.49650756146648,1,1000.0,"московская область, одинцовский городской округ, притяжение сити жилой комплекс","московская область, одинцовский городской округ, притяжение сити жилой комплекс",unknown,unknown,кунцевская (16 мин.),2786_1866,5572_3732,11145_7465,27862_18663,4.0,4.0,8.0,8.0,69.0,374.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,9.0,19.0,18.44999923998952,1.2499992399895206,0.0,-0.9883347601072964,-0.15229708455401567
