price_rub,lat,lon,total_area_m2,rooms,floor_ratio,house_year,housing_market,property_format,source,address_exact,residential_complex
3900000.0,56.431052,37.528244,44.1,2.0,0.5,,unknown,flat,avito,"московская обл., дмитровский муниципальный округ, с. орудьево, фабричная ул., 19",unknown
6500000.0,56.17856979,36.99362183,46.1,2.0,0.6666666666666666,1971.0,unknown,flat,avito,"московская обл., солнечногорск, мкр-н рекинцо, 2",unknown
5950000.0,55.81277847,38.18911743,49.0,2.0,1.0,,unknown,flat,avito,"московская обл., богородский г.о., старая купавна, территория микрорайон, 10",unknown
7980000.0,55.45219,37.54058,52.5,2.0,0.8823529411764706,,new_building,flat,avito,"ул. садовая, д. 14",жк «красная горка»
4600000.0,55.818493,39.017363,45.4,2.0,0.75,1942.0,unknown,flat,avito,"московская обл., орехово-зуевский г.о., орехово-зуево, ул. кирова, 44б",unknown
5100000.0,55.691279886072735,36.68899631626404,48.4,2.0,0.2,1996.0,unknown,flat,avito,"московская обл., одинцовский г.о., д. гигирево, 2",unknown
6549999.0,55.322967,38.683046,58.3,2.0,0.8,1939.0,unknown,flat,avito,"московская обл., воскресенск, мкр-н центральный, октябрьская ул., 19",unknown
5200000.0,55.899189,38.15205383,42.0,2.0,1.0,2021.0,unknown,flat,avito,"московская обл., г.о. лосино-петровский, рп. свердловский, заречная ул., 12",unknown
8950000.0,55.43260193,37.5517807,62.9,2.0,1.0,1956.0,unknown,flat,avito,"московская обл., подольск, революционный пр-т, 52/39",unknown
7599999.0,55.74711024189121,38.02714733820328,43.7,2.0,0.8888888888888888,1974.0,unknown,flat,avito,"московская обл., балашиха, мкр-н железнодорожный, ул. пушкина, 4",unknown
3900000.0,56.07518184614667,37.122630624850565,43.0,2.0,0.2,,unknown,flat,avito,"московская обл., г.о. солнечногорск, пгт. радумля, мкр-н механического завода № 1, 7",unknown
11850000.0,55.65337298407423,37.26533789564854,49.7,2.0,0.12,2019.0,unknown,flat,avito,"московская обл., одинцовский г.о., одинцово, каштановая ул., 2",unknown
13550000.0,55.74952698,37.99723816,65.3,2.0,0.058823529411764705,2009.0,unknown,flat,avito,"московская обл., балашиха, мкр-н железнодорожный, ул. некрасова, 4",unknown
4950000.0,56.14704560060864,37.057540060089664,45.0,2.0,0.5,1964.0,unknown,flat,avito,"московская обл., г.о. солнечногорск, пос. санатория министерства обороны, 76",unknown
10673613.0,56.05053,37.54556,61.7,2.0,0.25,2026.0,unknown,flat,avito,"дер. шолохово, д. 7",жк «шолохово»
5300000.0,55.635523,37.97865,40.5,2.0,0.8,,unknown,flat,avito,"московская обл., г.о. люберцы, рп. малаховка, ул. калинина, 29/5",unknown
7930895.0,55.83096,38.21137,60.4,2.0,0.14285714285714285,,new_building,flat,avito,"ул. генерала ковачевича, стр. 18",жк «новоград монино»
4999000.0,56.24561691,37.50026321,114.1,2.0,1.0,2014.0,unknown,apartments,avito,"московская обл., дмитровский г.о., д. целеево, ул. пятиречье, 4а",unknown
3900000.0,55.78266321736977,38.43558394840036,45.7,2.0,1.0,1956.0,unknown,flat,avito,"московская обл., электросталь, ул. расковой, 34",unknown
6590000.0,55.970363,37.96637,54.0,2.0,0.4,1977.0,unknown,flat,avito,"московская обл., г.о. пушкинский, ивантеевка, ул. богданова, 21",unknown
7055600.0,55.83096,38.21137,50.0,2.0,0.5714285714285714,,new_building,flat,avito,"ул. генерала ковачевича, стр. 18",жк «новоград монино»
5300000.0,54.75774300331685,38.888088496611175,42.3,2.0,0.2,,unknown,flat,avito,"московская обл., зарайск, 1-й мкр-н, 15",unknown
6099000.0,55.83722305,38.40529633,52.0,2.0,0.2222222222222222,,unknown,flat,avito,"московская обл., богородский г.о., ногинск, юбилейная ул., 14",unknown
6742971.0,55.97289,37.87044,49.6,2.0,1.0,,unknown,flat,avito,"с. тарасовка, мкр. пушкарь, корп. 3",жк «пушкарь»
11000000.0,55.73963547,38.03168488,64.6,2.0,0.4117647058823529,2017.0,unknown,flat,avito,"московская обл., балашиха, мкр-н саввино, ул. калинина, 16",unknown
11133422.0,56.0511,37.54492,64.7,2.0,1.0,2026.0,unknown,flat,avito,"дер. шолохово, д. 7к1",жк «шолохово»
4100000.0,55.24357150114865,37.63221145715032,41.4,2.0,1.0,,unknown,flat,avito,"московская обл., муниципальный округ чехов, с. троицкое, 41",unknown
7171071.0,55.82087,37.21002,34.0,2.0,0.21428571428571427,,new_building,flat,avito,"ул. береговая, стр. 1.2",жк «аникеевский»
8400000.0,55.64037,37.854728,57.1,2.0,0.7272727272727273,2024.0,unknown,flat,avito,"московская обл., котельники, мкр-н новые котельники, 22",unknown
12571150.0,55.90924,37.78615,51.5,2.0,0.32,,new_building,flat,avito,"ярославское ш., стр. 2.2",ярославский квартал
16410168.0,55.59527,37.20066,78.5,2.0,0.7058823529411765,,new_building,flat,avito,"дер. марушкино, стр. 3",жк «внуково парк»
9468300.0,56.04893,37.86542,51.2,2.0,0.125,,new_building,flat,avito,"городской округ пушкинский, стр. 5",жилой квартал пушкино град
11000000.0,55.589285,37.761177,60.0,2.0,0.5294117647058824,,unknown,flat,avito,"московская обл., ленинский г.о., пос. развилка, 43",unknown
10750000.0,55.95628357,37.68392181,54.0,2.0,0.5,2017.0,unknown,flat,avito,"московская обл., мытищи, тенистый б-р, 10",unknown
5900000.0,55.79873775718122,37.958135509934266,45.0,2.0,0.8,1965.0,unknown,flat,avito,"московская обл., балашиха, пр-т ленина, 61",unknown
4500000.0,55.55754089,36.69254303,44.0,2.0,0.6666666666666666,,unknown,flat,avito,"московская обл., одинцовский г.о., кубинка, армейская ул., 3",unknown
13869900.0,55.53376,37.7175,47.2,2.0,0.782608695652174,,unknown,flat,avito,"с. ермолино, корп. 1.6",жк «видный берег 2»
14017740.0,55.65533,37.87162,63.4,2.0,0.1111111111111111,,new_building,flat,avito,"яничкин пр-д, з/у 6/11",белая дача парк
6498128.0,55.97289,37.87044,49.9,2.0,0.25,,unknown,flat,avito,"с. тарасовка, мкр. пушкарь, корп. 3",жк «пушкарь»
7300000.0,55.747317,37.967888,47.0,2.0,0.6666666666666666,1970.0,unknown,flat,avito,"московская обл., балашиха, мкр-н керамик, ул. свободы, 1",unknown
3550000.0,55.371147,39.054814,43.6,2.0,0.2222222222222222,,unknown,flat,avito,"московская обл., егорьевск, 2-й мкр-н, 50",unknown
7650000.0,56.000829,37.485574,51.8,2.0,0.7142857142857143,1995.0,unknown,flat,avito,"московская обл., лобня, ул. калинина, 21",unknown
8900000.0,55.90685654,37.71931458,45.6,2.0,0.1111111111111111,,unknown,flat,avito,"московская обл., мытищи, летная ул., 25",unknown
6000000.0,56.048741,37.85577,64.0,2.0,0.6666666666666666,1960.0,unknown,flat,avito,"г.о. пушкинский, пушкино, мкр-н заветы ильича, ул. горького, 3",unknown
16700000.0,55.81971359,37.37391281,50.3,2.0,1.0,2011.0,unknown,flat,avito,"московская обл., красногорск, красногорский б-р, 17",unknown
5000000.0,55.419289,37.541108,44.0,2.0,0.5,,unknown,flat,avito,"московская обл., подольск, индустриальная ул., 12а",unknown
7300000.0,55.796587,37.973691,53.4,2.0,0.6666666666666666,1975.0,unknown,flat,avito,"московская обл., балашиха, ш. энтузиастов, 68",unknown
13821200.0,55.53376,37.7175,47.2,2.0,0.7391304347826086,,unknown,flat,avito,"с. ермолино, корп. 1.6",жк «видный берег 2»
5300000.0,56.292323,38.125848,43.6,2.0,0.75,1962.0,unknown,flat,avito,"московская обл., сергиево-посадский г.о., сергиев посад, ул. толстого, 1б",unknown
12587612.0,56.05053,37.54556,62.2,2.0,0.5,2026.0,unknown,flat,avito,"дер. шолохово, д. 7",жк «шолохово»
9490000.0,55.538759,37.73103,56.8,2.0,0.8823529411764706,2014.0,unknown,flat,avito,"московская обл., ленинский г.о., видное, завидная ул., 19",unknown
10500000.0,55.62987518,38.05088425,58.9,2.0,1.0,1949.0,unknown,flat,avito,"московская обл., раменский муниципальный округ, пгт. удельная, солнечная ул., 30",unknown
8850000.0,54.92761993,37.44742966,54.5,2.0,1.0,1972.0,unknown,flat,avito,"московская обл., серпухов, ул. ворошилова, 153",unknown
5700000.0,55.573897,38.21108,44.9,2.0,0.5,1917.0,unknown,flat,avito,"московская обл., раменский г.о., раменское, ул. солнцева, 8",unknown
4500000.0,55.815979,38.972394,60.0,2.0,0.6,,unknown,flat,avito,"московская обл., орехово-зуевский г.о., орехово-зуево, красноармейская ул., 15",unknown
7250000.0,55.969894,37.964358,52.9,2.0,0.2,1978.0,unknown,flat,avito,"московская обл., г.о. пушкинский, ивантеевка, ул. победы, 21",unknown
9933000.0,55.65324,37.92783,39.7,2.0,0.8235294117647058,,unknown,flat,avito,"мкр. птицефабрика, стр. 5",жк «новотомилино»
17199227.0,55.60552,37.41724,57.5,2.0,0.2857142857142857,,new_building,flat,avito,"п. сосенское, стр. 57",саларьево парк
13300000.0,55.61346817,37.29075623,40.3,2.0,0.6,,unknown,flat,avito,"москва, пос. внуково, большая внуковская ул., 5",unknown
10900000.0,55.86953314949589,37.39682151441593,35.0,2.0,0.11764705882352941,2022.0,unknown,flat,avito,"московская обл., г.о. красногорск, пгт. путилково, вольная ул., 7",unknown
4799999.0,55.805063,38.172525,44.3,2.0,0.17647058823529413,2020.0,unknown,flat,avito,"московская обл., богородский г.о., старая купавна, октябрьская ул., 14а",unknown
14200000.0,55.917258,37.770421,65.0,2.0,0.84,,unknown,flat,avito,"московская обл., мытищи, олимпийский пр-т, 12",unknown
5600000.0,54.88669968,38.0859642,43.0,2.0,0.2222222222222222,1972.0,unknown,flat,avito,"московская обл., ступино, ул. андропова, 26/28",unknown
14999000.0,55.65447235,37.26460648,54.7,2.0,0.25,2019.0,unknown,flat,avito,"московская обл., одинцовский г.о., одинцово, рябиновая ул., 1",unknown
20500000.0,55.84256,37.346605,58.0,2.0,0.8484848484848485,,unknown,flat,avito,"московская обл., красногорск, видная ул., 2",unknown
9848700.0,55.43296,37.73279,63.5,2.0,0.8823529411764706,,new_building,flat,avito,"ул. текстильщиков, стр. 45",жк «оптима на текстильщиков»
9850000.0,55.86094666,37.39281464,44.8,2.0,0.8235294117647058,2010.0,unknown,flat,avito,"московская обл., г.о. красногорск, д. путилково, садовая ул., 20",unknown
4650000.0,54.84261703,38.24448776,43.0,2.0,0.2,,unknown,flat,avito,"московская обл., кашира, центральная ул., 13",unknown
7999999.0,55.675824,37.888181,37.6,2.0,0.25,1970.0,unknown,flat,avito,"московская обл., люберцы, ул. калараш, 5а",unknown
9636650.0,56.04951,37.86443,52.1,2.0,0.125,,new_building,flat,avito,"городской округ пушкинский, стр. 4",жилой квартал пушкино град
7055600.0,55.83096,38.21137,50.0,2.0,0.2857142857142857,,new_building,flat,avito,"ул. генерала ковачевича, стр. 18",жк «новоград монино»
10200000.0,55.835099,37.953973,51.5,2.0,0.84,,unknown,flat,avito,"московская обл., балашиха, ул. яганова, 3",unknown
6490000.0,55.1455307,37.47980499,50.9,2.0,0.3333333333333333,1983.0,unknown,flat,avito,"московская обл., чехов, ул. чехова, 12",unknown
8500000.0,55.80784988,37.84127045,57.4,2.0,0.6666666666666666,2017.0,new_building,apartments,avito,"московская обл., балашиха, мкр-н 1 мая, 4к1",unknown
11600000.0,55.901445,37.414787,53.9,2.0,0.5,1978.0,unknown,flat,avito,"московская обл., химки, ул. 9 мая, 9",unknown
2600000.0,55.71094513,39.87566757,41.0,2.0,0.25,,unknown,flat,avito,"московская обл., муниципальный округ шатура, пос. бакшеево, ул. 1 мая, 22",unknown
14899000.0,55.50345956230636,37.53985799455164,53.0,2.0,0.8947368421052632,2015.0,unknown,flat,avito,"москва, новомосковский административный округ, р-н щербинка, щербинка, ул. барышевская роща, 12",unknown
4100000.0,56.52329,37.598842,52.0,2.0,0.2,1986.0,unknown,flat,avito,"московская обл., талдомский г.о., пгт. вербилки, заводская ул., 4",unknown
9050000.0,55.45261,37.743795,58.1,2.0,0.7647058823529411,,unknown,flat,avito,"московская обл., домодедово, мкр-н северный, северная ул., 4",unknown
4150000.0,55.246066,38.765323,53.0,2.0,0.2,1973.0,unknown,flat,avito,"московская обл., воскресенск, ул. мичурина, 11",unknown
7500000.0,56.007504,37.853623,45.9,2.0,0.4,1965.0,unknown,flat,avito,"московская обл., г.о. пушкинский, пушкино, московский пр-т, 28",unknown
7784480.0,55.83096,38.21137,57.7,2.0,0.2857142857142857,,new_building,flat,avito,"ул. генерала ковачевича, стр. 18",жк «новоград монино»
5600000.0,55.160391,37.42306,47.0,2.0,0.4,,unknown,flat,avito,"московская обл., чехов, мкр-н венюково, комсомольская ул., 12",unknown
8193590.0,55.8325,38.21005,61.2,2.0,0.8571428571428571,,new_building,flat,avito,"ул. генерала ковачевича, стр. 11",жк «новоград монино»
6900000.0,55.62256707683373,37.84430534280344,43.5,2.0,1.0,1960.0,unknown,flat,avito,"московская обл., г.о. люберцы, дзержинский, дзержинская ул., 12",unknown
7950640.0,55.83096,38.21137,59.0,2.0,0.42857142857142855,,new_building,flat,avito,"ул. генерала ковачевича, стр. 18",жк «новоград монино»
15500000.0,55.59753,37.76891,58.0,2.0,0.3333333333333333,,unknown,flat,avito,"московская обл., ленинский г.о., пос. развилка, жилой комплекс римский",unknown
6500000.0,55.422702,37.544171,52.0,2.0,1.0,1927.0,unknown,flat,avito,"московская обл., подольск, большая серпуховская ул., 22а",unknown
8238400.0,55.45219,37.54058,54.2,2.0,0.5294117647058824,,new_building,flat,avito,"ул. садовая, д. 14",жк «красная горка»
12970000.0,56.334208,38.147138,54.5,2.0,0.5555555555555556,2019.0,unknown,flat,avito,"московская обл., сергиево-посадский г.о., сергиев посад, владимирская ул., 65",unknown
12350000.0,55.68990326,37.91639709,60.2,2.0,0.1875,2009.0,unknown,flat,avito,"московская обл., люберцы, мкр-н красная горка, пр-т гагарина, 22к2",unknown
7100000.0,55.9126358,37.72476959,40.1,2.0,1.0,1967.0,unknown,flat,avito,"московская обл., мытищи, летная ул., 18к2",unknown
9242600.0,56.04874,37.86375,50.0,2.0,0.125,,new_building,flat,avito,"городской округ пушкинский, стр. 6",жилой квартал пушкино град
5490000.0,55.94977188,38.05457687,45.4,2.0,0.2,1972.0,unknown,flat,avito,"московская обл., фрязино, полевая ул., 8",unknown
2700000.0,55.65948105,39.85256195,41.2,2.0,0.4,1979.0,unknown,flat,avito,"московская обл., муниципальный округ шатура, рошаль, ул. свердлова, 12",unknown
7450000.0,55.6267178826259,37.847783565242864,44.0,2.0,1.0,1965.0,unknown,flat,avito,"московская обл., г.о. люберцы, дзержинский, спортивная ул., 2",unknown
11747700.0,55.65533,37.87162,51.3,2.0,0.11764705882352941,,new_building,flat,avito,"яничкин пр-д, з/у 6/11",белая дача парк
3850000.0,56.30341708389547,38.15962405949179,40.5,2.0,0.5,,unknown,flat,avito,"московская обл., сергиево-посадский г.о., сергиев посад, вифанская ул., 125",unknown
8700000.0,55.551869,37.708859,46.2,2.0,0.2,1968.0,unknown,flat,avito,"московская обл., ленинский г.о., видное, советская ул., 3",unknown
10400000.0,55.916133,37.413233,45.0,2.0,0.3333333333333333,2015.0,unknown,flat,avito,"московская обл., химки, ул. германа титова, 2к2",unknown
4000000.0,56.24936676,37.98831558,45.0,2.0,1.0,,unknown,flat,avito,"московская обл., сергиево-посадский г.о., хотьково, 2-я рабочая ул., 1/1а",unknown
7055600.0,55.83044,38.20761,50.0,2.0,0.2857142857142857,,new_building,flat,avito,"ул. генерала ковачевича, стр. 14",жк «новоград монино»
5950000.0,55.627544,38.093266,42.7,2.0,0.75,1970.0,unknown,flat,avito,"московская обл., раменский муниципальный округ, пгт. ильинский, рабочая ул., 22/5",unknown
8500000.0,56.333704,38.148953,45.0,2.0,0.5,2025.0,unknown,flat,avito,"московская обл., сергиево-посадский г.о., сергиев посад, владимирская ул., 69",unknown
3199000.0,55.330087,38.807032,47.0,2.0,1.0,1971.0,unknown,flat,avito,"московская обл., г.о. воскресенск, пгт. хорлово, интернатская ул., 9",unknown
2100000.0,55.65810202528969,39.86354835288665,44.3,2.0,0.2,1974.0,unknown,flat,avito,"московская обл., муниципальный округ шатура, рошаль, ул. фридриха энгельса, 1а",unknown
12300000.0,55.433721,37.534038,73.0,2.0,0.7777777777777778,2002.0,unknown,flat,avito,"московская обл., подольск, ул. веллинга, 22",unknown
12059412.0,56.05053,37.54556,59.6,2.0,0.5,2026.0,unknown,flat,avito,"дер. шолохово, д. 7",жк «шолохово»
11300000.0,55.95892622020231,37.67767408254045,51.0,2.0,1.0,2022.0,unknown,flat,avito,"московская обл., мытищи, тенистый б-р, 9",unknown
7291480.0,55.8325,38.21005,53.8,2.0,0.14285714285714285,,new_building,flat,avito,"ул. генерала ковачевича, стр. 11",жк «новоград монино»
7793911.0,55.81504,37.20912,39.2,2.0,0.6666666666666666,,new_building,flat,avito,"ул. полковника глазунова, стр. 9",жк «аникеевский»
4100000.0,55.77314377,38.26433182,44.4,2.0,0.5,,unknown,flat,avito,"московская обл., богородский г.о., д. тимохово, совхозная ул., 21",unknown
9572800.0,55.43296,37.73279,61.8,2.0,0.17647058823529413,,new_building,flat,avito,"ул. текстильщиков, стр. 45",жк «оптима на текстильщиков»
9300000.0,55.863697,37.049577,65.0,2.0,0.5555555555555556,2016.0,unknown,flat,avito,"московская обл., муниципальный округ истра, с. рождествено, сиреневый б-р, 22",unknown
9950000.0,55.787801,37.975919,64.9,2.0,0.5555555555555556,2010.0,unknown,flat,avito,"московская обл., балашиха, ул. карбышева, 8к5",unknown
12650000.0,55.51102066,37.35034943,59.1,2.0,0.06666666666666667,,unknown,flat,avito,"москва, троицкий административный округ, р-н троицк, чароитовая ул., 1к4",unknown
7513088.0,55.60343,37.99066,46.4,2.0,0.9411764705882353,,new_building,flat,avito,"ул. баулинская, стр. 15",жк «новые островцы»
4500000.0,55.24013901,37.97254944,48.2,2.0,1.0,1983.0,unknown,flat,avito,"московская обл., г.о. домодедово, с. ильинское, 125",unknown
8850000.0,55.946174,37.978569,63.0,2.0,1.0,2010.0,unknown,flat,avito,"московская обл., щелково, ул. неделина, 24",unknown
5000000.0,56.18843777948945,36.98872923341041,42.7,2.0,1.0,,unknown,flat,avito,"московская обл., солнечногорск, ул. баранова, 33",unknown
4700000.0,56.01206207,37.9525528,54.2,2.0,0.75,,unknown,flat,avito,"московская обл., г.о. пушкинский, с. левково, 29",unknown
5600000.0,56.339801,37.541512,42.6,2.0,1.0,1966.0,unknown,flat,avito,"московская обл., дмитровский муниципальный округ, дмитров, ул. космонавтов, 1а",unknown
7726860.0,55.83126,38.20667,57.3,2.0,0.7142857142857143,,new_building,flat,avito,"ул. генерала ковачевича, стр. 13",жк «новоград монино»
10800000.0,55.428603,37.49568,61.3,2.0,0.25,2008.0,unknown,flat,avito,"московская обл., подольск, юбилейная ул., 23а",unknown
8500000.0,55.80462265,37.84179306,47.3,2.0,0.8947368421052632,,unknown,apartments,avito,"московская обл., балашиха, мкр-н 1 мая, 27",unknown
11837420.0,55.65533,37.87162,51.4,2.0,0.3333333333333333,,new_building,flat,avito,"яничкин пр-д, з/у 6/11",белая дача парк
5700000.0,55.61384729511117,36.96668707150782,44.4,2.0,1.0,1956.0,unknown,flat,avito,"московская обл., одинцовский г.о., голицыно, заводской пр-т, 29",unknown
12200000.0,55.8553,38.452772,59.6,2.0,0.7647058823529411,2015.0,unknown,flat,avito,"московская обл., богородский г.о., ногинск, комсомольская ул., 10",unknown
6960000.0,55.919766,38.016577,56.0,2.0,0.35294117647058826,2025.0,unknown,flat,avito,"московская обл., щелково, мкр-н соболевка, жилой комплекс соболевка, 12",unknown
8700000.0,55.894702,37.41334,43.2,2.0,0.1111111111111111,1970.0,unknown,flat,avito,"московская обл., химки, парковая ул., 5",unknown
9900000.0,55.63442,37.872406,64.8,2.0,0.5882352941176471,2025.0,unknown,flat,avito,"московская обл., г.о. люберцы, дзержинский, ул. доркина, 8",unknown
11700000.0,55.73517609,38.00410843,64.0,2.0,0.7058823529411765,2019.0,unknown,flat,avito,"московская обл., балашиха, мкр-н железнодорожный, ул. корнилаева, 26",unknown
4800000.0,55.797475801669336,38.952934156579786,45.4,2.0,0.6,,unknown,flat,avito,"московская обл., орехово-зуевский г.о., орехово-зуево, ул. гагарина, 26",unknown
3500000.0,56.726568,37.512263,44.1,2.0,0.6,1950.0,unknown,flat,avito,"московская обл., талдомский г.о., талдом, ул. мичурина, 1",unknown
3800000.0,55.90084839,37.94644547,36.1,2.0,0.2,,unknown,flat,avito,"московская обл., г.о. щелково, пгт. загорянский, ул. димитрова, 57",unknown
10800000.0,55.60836792,37.97610855,64.0,2.0,1.0,2016.0,unknown,flat,avito,"московская обл., г.о. люберцы, рп. октябрьский, ул. ленина, 25",unknown
14700000.0,55.5569458,37.69236755,73.6,2.0,0.8235294117647058,2015.0,unknown,flat,avito,"московская обл., ленинский г.о., видное, б-р зеленые аллеи, 1",unknown
6500000.0,55.471087,37.571192,45.0,2.0,0.75,,unknown,flat,avito,"московская обл., подольск, художественный пр., 14",unknown
7581632.0,55.82087,37.21002,37.2,2.0,0.14285714285714285,,new_building,flat,avito,"ул. береговая, стр. 1.2",жк «аникеевский»
14313661.0,55.76614,37.21243,56.1,2.0,0.2222222222222222,,new_building,flat,avito,"д. глухово, стр. 4.1",ильинские луга
11750000.0,55.942096,37.488251,53.3,2.0,0.2222222222222222,2000.0,unknown,flat,avito,"московская обл., долгопрудный, молодежная ул., 14",unknown
13950000.0,56.028798,37.465613,84.3,2.0,0.058823529411764705,2011.0,unknown,flat,avito,"московская обл., лобня, ул. чайковского, 25",unknown
14400000.0,55.682173,37.248113,57.1,2.0,0.44,2021.0,unknown,flat,avito,"московская обл., одинцовский г.о., одинцово, северная ул., 11",unknown
13200000.0,55.816399,37.207267,60.0,2.0,0.75,,unknown,flat,avito,"московская обл., г.о. красногорск, с. николо-урюпино, ул. полковника глазунова, 12",unknown
11200000.0,55.997663,37.865211,58.1,2.0,0.11764705882352941,2014.0,new_building,flat,avito,"московская обл., г.о. пушкинский, пушкино, набережная ул., 2а",unknown
4000000.0,56.28410339,37.48677826,36.0,2.0,0.8,,unknown,flat,avito,"московская обл., дмитровский муниципальный округ, яхрома, ул. ленина, 30а",unknown
5500000.0,55.15304947,37.4641304,45.0,2.0,0.6,,unknown,flat,avito,"московская обл., чехов, московская ул., 91",unknown
5600000.0,55.852981,38.439621,45.0,2.0,1.0,,unknown,flat,avito,"московская обл., богородский г.о., ногинск, трудовая ул., 6",unknown
10500000.0,55.709728,37.355444,45.0,2.0,0.4,2015.0,unknown,flat,avito,"московская обл., одинцовский г.о., с. немчиновка, рублевский пр., 20а",unknown
12039292.0,56.05053,37.54556,63.9,2.0,0.25,2026.0,unknown,flat,avito,"дер. шолохово, д. 7",жк «шолохово»
9600000.0,55.954667,38.039763,59.8,2.0,0.1,2006.0,unknown,flat,avito,"московская обл., фрязино, лесная ул., 3",unknown
10500000.0,55.695129,37.972488,51.0,2.0,0.6666666666666666,2017.0,unknown,flat,avito,"московская обл., г.о. люберцы, пгт. марусино, заречная ул., 31к6",unknown
5650000.0,55.082318,38.802774,43.3,2.0,0.2,1965.0,unknown,flat,avito,"московская обл., коломна, окский пр-т, 3",unknown
12988100.0,55.60775,37.97552,55.4,2.0,0.5625,,unknown,flat,avito,"ул. новая, д. 5а",жк октябрьский
5000000.0,56.316,36.762924,44.3,2.0,0.6666666666666666,1980.0,unknown,flat,avito,"московская обл., клин, клинская ул., 4к1",unknown
8500000.0,55.2770600953131,37.8362344128014,56.1,2.0,0.6666666666666666,2017.0,unknown,flat,avito,"московская обл., домодедово, мкр-н белые столбы, ул. мечты, 6к2",unknown
12829000.0,55.62799,37.20621,54.0,2.0,0.6428571428571429,,new_building,flat,avito,"д. солманово, ул. лазурная, стр. 1",жк «одинцовские кварталы»
13150000.0,55.68689346,37.39601898,47.5,2.0,0.1111111111111111,1976.0,unknown,flat,avito,"московская обл., одинцовский г.о., пгт. заречье, заречная ул., 6",unknown
9500000.0,55.67961,37.892637,45.3,2.0,0.4,1966.0,unknown,flat,avito,"московская обл., люберцы, октябрьский пр-т, 151/9",unknown
3790000.0,55.727261,38.202717,44.0,2.0,1.0,,unknown,apartments,avito,"московская обл., богородский г.о., электроугли, пер. горки, 4",unknown
1600000.0,55.35089329809664,35.36983379041825,64.0,2.0,1.0,,unknown,flat,avito,"московская обл., можайский муниципальный округ, с. семеновское, ул. победы, 26",unknown
6500000.0,55.32743172697432,38.6595960817551,44.0,2.0,0.7777777777777778,,unknown,flat,avito,"московская обл., воскресенск, мкр-н центральный, ул. победы, 35/1",unknown
3400000.0,55.77013990400718,38.65639854232782,52.5,2.0,1.0,,unknown,flat,avito,"московская обл., павлово-посадский г.о., павловский посад, ул. фрунзе, 18",unknown
6600000.0,55.95701,38.052941,51.4,2.0,0.4,,unknown,flat,avito,"московская обл., фрязино, московская ул., 2",unknown
18396000.0,55.61143,37.41538,56.0,2.0,0.4782608695652174,,new_building,flat,avito,"ул. трехполье, з/у 7",саларьево парк
3999999.0,55.02991486,38.09881592,45.2,2.0,1.0,,unknown,flat,avito,"московская обл., г.о. ступино, с. верзилово, мкр-н новое ступино, мещерская ул., 7",unknown
10100000.0,55.821593,37.889196,50.8,2.0,0.29411764705882354,2013.0,unknown,flat,avito,"московская обл., балашиха, квартал изумрудный, 10",unknown
8500000.0,55.9049263,37.84576416,70.0,2.0,0.35294117647058826,2004.0,unknown,flat,avito,"московская обл., королев, ул. мичурина, 27к1",unknown
4950000.0,56.24527,37.987364,45.0,2.0,0.6,1971.0,unknown,flat,avito,"московская обл., сергиево-посадский г.о., хотьково, ул. седина, 34",unknown
11150000.0,55.746578,37.846867,51.0,2.0,0.058823529411764705,1991.0,resale,flat,avito,"московская обл., реутов, молодежная ул., 2",unknown
10299000.0,55.72160339,37.97481537,65.5,2.0,0.7142857142857143,2018.0,unknown,flat,avito,"московская обл., балашиха, мкр-н новое павлино, косинское ш., 5/7",unknown
3500000.0,55.773145,38.26497,49.0,2.0,0.2,,unknown,flat,avito,"московская обл., богородский г.о., д. тимохово, совхозная ул., 22",unknown
9000000.0,55.472878,37.706703,57.9,2.0,0.5882352941176471,2015.0,unknown,flat,avito,"московская обл., г.о. домодедово, с. домодедово, б-р строителей, 2",unknown
3090000.0,55.069752,38.858864,45.7,2.0,0.6,1967.0,unknown,flat,avito,"московская обл., коломна, дачная ул., 30",unknown
13945400.0,55.53376,37.7175,49.9,2.0,0.8260869565217391,,unknown,flat,avito,"с. ермолино, корп. 1.6",жк «видный берег 2»
9428540.0,55.60775,37.97552,53.0,2.0,0.75,,unknown,flat,avito,"ул. новая, д. 5а",жк октябрьский
11800000.0,55.915094,37.709506,51.0,2.0,0.48,2015.0,unknown,flat,avito,"московская обл., мытищи, ул. борисовка, 14",unknown
10500000.0,55.93645477,37.51558685,42.3,2.0,0.6,1962.0,unknown,flat,avito,"московская обл., долгопрудный, комсомольская ул., 11",unknown
5900000.0,55.321287,36.750842,50.3,2.0,0.8,1983.0,unknown,flat,avito,"московская обл., наро-фоминский г.о., с. атепцево, речная ул., 8",unknown
6700000.0,55.929248,37.852266,41.0,2.0,0.4,1966.0,unknown,flat,avito,"московская обл., королев, мкр-н юбилейный, ул. а.и. тихомировой, 1/21",unknown
5000000.0,56.10900862002655,37.81953738322515,54.8,2.0,0.25,,unknown,flat,avito,"московская обл., г.о. пушкинский, с. ельдигино, мкр-н ельдигино, 23",unknown
11200000.0,55.68058014,37.25961304,52.3,2.0,0.44,2024.0,unknown,flat,avito,"московская обл., одинцовский г.о., одинцово, ул. маршала жукова, 23ак1",unknown
2200000.0,54.87144,38.414935,45.9,2.0,0.6666666666666666,1964.0,new_building,flat,avito,"московская обл., г.о. коломна, поселок санаторий озеры, 1",unknown
